PaymentID,LoanID,PaymentDate,PaymentDueDate,AmountDue,AmountPaid,PaymentStatus,DaysLate
LP00001376,L0000503,2026-05-01,2026-05-02,11829.64,11829.64,On Time,0
LP00001377,L0000504,2026-07-21,2026-07-01,5549.8,5549.8,Late,20
LP00001378,L0000504,2026-06-19,2026-06-01,5549.8,3806.24,Partial,18
LP00001379,L0000504,2026-04-28,2026-05-02,5549.8,5549.8,On Time,0
LP00001380,L0000505,2026-07-01,2026-07-01,1152.36,1152.36,On Time,0
LP00001381,L0000505,2026-05-30,2026-06-01,1152.36,1152.36,On Time,0
LP00001382,L0000505,2026-04-28,2026-05-02,1152.36,1152.36,On Time,0
LP00001383,L0000506,2026-06-27,2026-07-01,3622.32,3622.32,On Time,0
LP00001384,L0000506,2026-06-01,2026-06-01,3622.32,3622.32,On Time,0
LP00001385,L0000506,2026-05-02,2026-05-02,3622.32,3622.32,On Time,0
LP00001386,L0000507,2026-06-27,2026-07-01,11939.03,11939.03,On Time,0
LP00001387,L0000507,2026-05-31,2026-06-01,11939.03,11939.03,On Time,0
LP00001388,L0000507,2026-05-02,2026-05-02,11939.03,11939.03,On Time,0
LP00001389,L0000508,2026-06-28,2026-07-01,20521.18,20521.18,On Time,0
LP00001390,L0000508,2026-06-05,2026-06-01,20521.18,20521.18,Late,4
LP00001391,L0000508,2026-05-02,2026-05-02,20521.18,20521.18,On Time,0
LP00001392,L0000509,2026-07-01,2026-07-01,2535.77,2535.77,On Time,0
LP00001393,L0000509,2026-05-30,2026-06-01,2535.77,2535.77,On Time,0
LP00001394,L0000509,2026-05-01,2026-05-02,2535.77,2535.77,On Time,0
LP00001395,L0000510,2026-07-01,2026-07-01,32784.96,32784.96,On Time,0
LP00001396,L0000511,2026-07-08,2026-07-01,12089.32,12089.32,Late,7
LP00001397,L0000511,2026-05-28,2026-06-01,12089.32,12089.32,On Time,0
LP00001398,L0000511,2026-05-30,2026-05-02,12089.32,0,Missed,30
LP00001399,L0000512,2026-06-27,2026-07-01,11971.36,11971.36,On Time,0
LP00001400,L0000513,2026-06-27,2026-07-01,16697.31,16697.31,On Time,0
LP00001401,L0000514,2026-06-27,2026-07-01,29434.71,29434.71,On Time,0
LP00001402,L0000514,2026-05-28,2026-06-01,29434.71,29434.71,On Time,0
LP00001403,L0000514,2026-05-02,2026-05-02,29434.71,29434.71,On Time,0
LP00001404,L0000515,2026-06-27,2026-07-01,2327.58,2327.58,On Time,0
LP00001405,L0000515,2026-05-28,2026-06-01,2327.58,2327.58,On Time,0
LP00001406,L0000515,2026-05-10,2026-05-02,2327.58,1862.59,Partial,8
LP00001407,L0000516,2026-06-27,2026-07-01,3360.09,3360.09,On Time,0
LP00001408,L0000517,2026-06-27,2026-07-01,3865.78,3865.78,On Time,0
LP00001409,L0000517,2026-05-29,2026-06-01,3865.78,3865.78,On Time,0
LP00001410,L0000517,2026-04-30,2026-05-02,3865.78,3865.78,On Time,0
LP00001411,L0000518,2026-07-01,2026-07-01,20187.82,20187.82,On Time,0
LP00001412,L0000518,2026-06-15,2026-06-01,20187.82,20187.82,Late,14
LP00001413,L0000518,2026-05-22,2026-05-02,20187.82,20187.82,Late,20
LP00001414,L0000519,2026-07-01,2026-07-01,5111.14,5111.14,On Time,0
LP00001415,L0000519,2026-06-07,2026-06-01,5111.14,5111.14,Late,6
LP00001416,L0000519,2026-05-02,2026-05-02,5111.14,5111.14,On Time,0
LP00001417,L0000520,2026-07-02,2026-07-01,7347.33,7347.33,Late,1
LP00001418,L0000520,2026-05-28,2026-06-01,7347.33,7347.33,On Time,0
LP00001419,L0000520,2026-05-02,2026-05-02,7347.33,7347.33,On Time,0
LP00001420,L0000521,2026-06-30,2026-07-01,13692.08,13692.08,On Time,0
LP00001421,L0000521,2026-05-30,2026-06-01,13692.08,13692.08,On Time,0
LP00001422,L0000521,2026-04-30,2026-05-02,13692.08,13692.08,On Time,0
LP00001423,L0000522,2026-06-29,2026-07-01,10890.05,10890.05,On Time,0
LP00001424,L0000522,2026-06-29,2026-06-01,10890.05,0,Missed,30
LP00001425,L0000522,2026-05-01,2026-05-02,10890.05,10890.05,On Time,0
LP00001426,L0000523,2026-07-02,2026-07-01,7906.58,6421.69,Partial,1
LP00001427,L0000523,2026-05-31,2026-06-01,7906.58,7906.58,On Time,0
LP00001428,L0000523,2026-05-01,2026-05-02,7906.58,7906.58,On Time,0
LP00001429,L0000524,2026-06-27,2026-07-01,707.84,707.84,On Time,0
LP00001430,L0000524,2026-05-29,2026-06-01,707.84,707.84,On Time,0
LP00001431,L0000524,2026-04-30,2026-05-02,707.84,707.84,On Time,0
LP00001432,L0000525,2026-06-29,2026-07-01,10467.99,10467.99,On Time,0
LP00001433,L0000525,2026-05-30,2026-06-01,10467.99,10467.99,On Time,0
LP00001434,L0000525,2026-04-28,2026-05-02,10467.99,10467.99,On Time,0
LP00001435,L0000526,2026-07-01,2026-07-01,13302.58,13302.58,On Time,0
LP00001436,L0000526,2026-05-29,2026-06-01,13302.58,13302.58,On Time,0
LP00001437,L0000526,2026-04-28,2026-05-02,13302.58,13302.58,On Time,0
LP00001438,L0000527,2026-07-08,2026-07-01,3518.01,3518.01,Late,7
LP00001439,L0000527,2026-05-28,2026-06-01,3518.01,3518.01,On Time,0
LP00001440,L0000527,2026-05-02,2026-05-02,3518.01,3518.01,On Time,0
LP00001441,L0000528,2026-06-29,2026-07-01,12077.36,12077.36,On Time,0
LP00001442,L0000528,2026-05-31,2026-06-01,12077.36,12077.36,On Time,0
LP00001443,L0000528,2026-04-29,2026-05-02,12077.36,12077.36,On Time,0
LP00001444,L0000529,2026-06-29,2026-07-01,9951.14,9951.14,On Time,0
LP00001445,L0000529,2026-05-31,2026-06-01,9951.14,9951.14,On Time,0
LP00001446,L0000529,2026-04-30,2026-05-02,9951.14,9951.14,On Time,0
LP00001447,L0000530,2026-06-29,2026-07-01,23209.78,23209.78,On Time,0
LP00001448,L0000530,2026-05-29,2026-06-01,23209.78,23209.78,On Time,0
LP00001449,L0000530,2026-05-01,2026-05-02,23209.78,23209.78,On Time,0
LP00001450,L0000531,2026-07-01,2026-07-01,1333.14,1333.14,On Time,0
LP00001451,L0000531,2026-05-31,2026-06-01,1333.14,1333.14,On Time,0
LP00001452,L0000531,2026-05-04,2026-05-02,1333.14,1333.14,Late,2
LP00001453,L0000532,2026-06-27,2026-07-01,24505.13,24505.13,On Time,0
LP00001454,L0000532,2026-05-30,2026-06-01,24505.13,24505.13,On Time,0
LP00001455,L0000532,2026-04-28,2026-05-02,24505.13,24505.13,On Time,0
LP00001456,L0000533,2026-06-30,2026-07-01,5604.97,5604.97,On Time,0
LP00001457,L0000534,2026-07-01,2026-07-01,10239.16,10239.16,On Time,0
LP00001458,L0000534,2026-05-29,2026-06-01,10239.16,10239.16,On Time,0
LP00001459,L0000534,2026-05-02,2026-05-02,10239.16,10239.16,On Time,0
LP00001460,L0000535,2026-07-21,2026-07-01,7607.54,4664.42,Partial,20
LP00001461,L0000535,2026-05-31,2026-06-01,7607.54,7607.54,On Time,0
LP00001462,L0000535,2026-05-12,2026-05-02,7607.54,5120.12,Partial,10
LP00001463,L0000536,2026-07-11,2026-07-01,4109.57,3379.52,Partial,10
LP00001464,L0000536,2026-05-30,2026-06-01,4109.57,4109.57,On Time,0
LP00001465,L0000536,2026-05-02,2026-05-02,4109.57,4109.57,On Time,0
LP00001466,L0000537,2026-06-28,2026-07-01,6005.92,6005.92,On Time,0
LP00001467,L0000537,2026-06-29,2026-06-01,6005.92,0,Missed,45
LP00001468,L0000537,2026-05-01,2026-05-02,6005.92,6005.92,On Time,0
LP00001469,L0000538,2026-06-27,2026-07-01,27482.82,27482.82,On Time,0
LP00001470,L0000538,2026-05-31,2026-06-01,27482.82,27482.82,On Time,0
LP00001471,L0000538,2026-04-29,2026-05-02,27482.82,27482.82,On Time,0
LP00001472,L0000539,2026-06-29,2026-07-01,27391.56,27391.56,On Time,0
LP00001473,L0000539,2026-05-31,2026-06-01,27391.56,27391.56,On Time,0
LP00001474,L0000539,2026-05-01,2026-05-02,27391.56,27391.56,On Time,0
LP00001475,L0000540,2026-07-29,2026-07-01,40505.2,0,Missed,45
LP00001476,L0000540,2026-05-30,2026-06-01,40505.2,40505.2,On Time,0
LP00001477,L0000541,2026-07-29,2026-07-01,16748.24,0,Missed,30
LP00001478,L0000541,2026-05-28,2026-06-01,16748.24,16748.24,On Time,0
LP00001479,L0000541,2026-04-30,2026-05-02,16748.24,16748.24,On Time,0
LP00001480,L0000542,2026-06-30,2026-07-01,31068.94,31068.94,On Time,0
LP00001481,L0000542,2026-06-01,2026-06-01,31068.94,31068.94,On Time,0
LP00001482,L0000542,2026-04-29,2026-05-02,31068.94,31068.94,On Time,0
LP00001483,L0000543,2026-07-01,2026-07-01,1057.35,1057.35,On Time,0
LP00001484,L0000543,2026-06-29,2026-06-01,1057.35,0,Missed,60
LP00001485,L0000543,2026-05-30,2026-05-02,1057.35,0,Missed,30
LP00001486,L0000544,2026-06-27,2026-07-01,16611.57,16611.57,On Time,0
LP00001487,L0000544,2026-05-28,2026-06-01,16611.57,16611.57,On Time,0
LP00001488,L0000544,2026-05-02,2026-05-02,16611.57,16611.57,On Time,0
LP00001489,L0000545,2026-07-29,2026-07-01,1982.92,0,Missed,30
LP00001490,L0000545,2026-06-29,2026-06-01,1982.92,0,Missed,30
LP00001491,L0000545,2026-04-28,2026-05-02,1982.92,1982.92,On Time,0
LP00001492,L0000546,2026-06-30,2026-07-01,27945.17,27945.17,On Time,0
LP00001493,L0000546,2026-06-01,2026-06-01,27945.17,27945.17,On Time,0
LP00001494,L0000546,2026-05-02,2026-05-02,27945.17,27945.17,On Time,0
LP00001495,L0000547,2026-06-27,2026-07-01,15290.39,15290.39,On Time,0
LP00001496,L0000547,2026-06-29,2026-06-01,15290.39,0,Missed,60
LP00001497,L0000547,2026-04-29,2026-05-02,15290.39,15290.39,On Time,0
LP00001498,L0000548,2026-06-28,2026-07-01,3062.75,3062.75,On Time,0
LP00001499,L0000548,2026-06-01,2026-06-01,3062.75,3062.75,On Time,0
LP00001500,L0000548,2026-04-29,2026-05-02,3062.75,3062.75,On Time,0
LP00001501,L0000549,2026-07-08,2026-07-01,5404.83,3189.05,Partial,7
LP00001502,L0000549,2026-06-01,2026-06-01,5404.83,5404.83,On Time,0
LP00001503,L0000549,2026-05-01,2026-05-02,5404.83,5404.83,On Time,0
LP00001504,L0000550,2026-07-29,2026-07-01,9592.86,0,Missed,30
LP00001505,L0000550,2026-06-01,2026-06-01,9592.86,9592.86,On Time,0
LP00001506,L0000550,2026-04-29,2026-05-02,9592.86,9592.86,On Time,0
LP00001507,L0000551,2026-06-27,2026-07-01,22595.33,22595.33,On Time,0
LP00001508,L0000552,2026-06-29,2026-07-01,7983.57,7983.57,On Time,0
LP00001509,L0000552,2026-06-02,2026-06-01,7983.57,7983.57,Late,1
LP00001510,L0000552,2026-05-02,2026-05-02,7983.57,7983.57,On Time,0
LP00001511,L0000553,2026-06-29,2026-07-01,3988.44,3988.44,On Time,0
LP00001512,L0000553,2026-05-28,2026-06-01,3988.44,3988.44,On Time,0
LP00001513,L0000554,2026-07-29,2026-07-01,2919.24,0,Missed,60
LP00001514,L0000554,2026-06-29,2026-06-01,2919.24,0,Missed,30
LP00001515,L0000554,2026-05-30,2026-05-02,2919.24,0,Missed,30
LP00001516,L0000555,2026-07-19,2026-07-01,6713.08,6713.08,Late,18
LP00001517,L0000556,2026-06-29,2026-07-01,11342.76,11342.76,On Time,0
LP00001518,L0000557,2026-07-29,2026-07-01,16765.9,0,Missed,45
LP00001519,L0000557,2026-05-30,2026-06-01,16765.9,16765.9,On Time,0
LP00001520,L0000557,2026-05-09,2026-05-02,16765.9,16765.9,Late,7
LP00001521,L0000558,2026-06-27,2026-07-01,9833.64,9833.64,On Time,0
LP00001522,L0000558,2026-06-08,2026-06-01,9833.64,5127.86,Partial,7
LP00001523,L0000558,2026-05-01,2026-05-02,9833.64,9833.64,On Time,0
LP00001524,L0000559,2026-07-02,2026-07-01,23891.12,23891.12,Late,1
LP00001525,L0000559,2026-06-01,2026-06-01,23891.12,23891.12,On Time,0
LP00001526,L0000559,2026-05-30,2026-05-02,23891.12,0,Missed,30
LP00001527,L0000560,2026-06-28,2026-07-01,6703.4,6703.4,On Time,0
LP00001528,L0000560,2026-05-28,2026-06-01,6703.4,6703.4,On Time,0
LP00001529,L0000560,2026-05-30,2026-05-02,6703.4,0,Missed,30
LP00001530,L0000561,2026-06-30,2026-07-01,2492.72,2492.72,On Time,0
LP00001531,L0000562,2026-07-29,2026-07-01,26174.06,0,Missed,60
LP00001532,L0000562,2026-05-28,2026-06-01,26174.06,26174.06,On Time,0
LP00001533,L0000562,2026-04-28,2026-05-02,26174.06,26174.06,On Time,0
LP00001534,L0000563,2026-07-01,2026-07-01,12705.32,12705.32,On Time,0
LP00001535,L0000563,2026-05-28,2026-06-01,12705.32,12705.32,On Time,0
LP00001536,L0000563,2026-04-28,2026-05-02,12705.32,12705.32,On Time,0
LP00001537,L0000564,2026-06-28,2026-07-01,19425.68,19425.68,On Time,0
LP00001538,L0000565,2026-06-28,2026-07-01,4218.99,4218.99,On Time,0
LP00001539,L0000565,2026-06-29,2026-06-01,4218.99,0,Missed,60
LP00001540,L0000565,2026-04-30,2026-05-02,4218.99,4218.99,On Time,0
LP00001541,L0000566,2026-06-28,2026-07-01,769.62,769.62,On Time,0
LP00001542,L0000567,2026-07-05,2026-07-01,6259.61,6259.61,Late,4
LP00001543,L0000567,2026-05-28,2026-06-01,6259.61,6259.61,On Time,0
LP00001544,L0000567,2026-04-28,2026-05-02,6259.61,6259.61,On Time,0
LP00001545,L0000568,2026-06-28,2026-07-01,9759.28,9759.28,On Time,0
LP00001546,L0000568,2026-05-28,2026-06-01,9759.28,9759.28,On Time,0
LP00001547,L0000568,2026-04-30,2026-05-02,9759.28,9759.28,On Time,0
LP00001548,L0000569,2026-06-30,2026-07-01,22204.99,22204.99,On Time,0
LP00001549,L0000569,2026-06-01,2026-06-01,22204.99,22204.99,On Time,0
LP00001550,L0000570,2026-06-29,2026-07-01,6928.7,6928.7,On Time,0
LP00001551,L0000570,2026-06-01,2026-06-01,6928.7,6928.7,On Time,0
LP00001552,L0000570,2026-04-28,2026-05-02,6928.7,6928.7,On Time,0
LP00001553,L0000571,2026-07-29,2026-07-01,16328.08,0,Missed,45
LP00001554,L0000571,2026-06-29,2026-06-01,16328.08,0,Missed,60
LP00001555,L0000571,2026-05-01,2026-05-02,16328.08,16328.08,On Time,0
LP00001556,L0000572,2026-07-01,2026-07-01,3694.52,3694.52,On Time,0
LP00001557,L0000573,2026-06-29,2026-07-01,11881.52,11881.52,On Time,0
LP00001558,L0000573,2026-06-10,2026-06-01,11881.52,11881.52,Late,9
LP00001559,L0000573,2026-05-01,2026-05-02,11881.52,11881.52,On Time,0
LP00001560,L0000574,2026-07-01,2026-07-01,21280.41,21280.41,On Time,0
LP00001561,L0000574,2026-05-31,2026-06-01,21280.41,21280.41,On Time,0
LP00001562,L0000574,2026-05-01,2026-05-02,21280.41,21280.41,On Time,0
LP00001563,L0000575,2026-06-30,2026-07-01,5223.21,5223.21,On Time,0
LP00001564,L0000575,2026-05-31,2026-06-01,5223.21,5223.21,On Time,0
LP00001565,L0000576,2026-06-30,2026-07-01,19880.49,19880.49,On Time,0
LP00001566,L0000576,2026-05-31,2026-06-01,19880.49,19880.49,On Time,0
LP00001567,L0000576,2026-04-30,2026-05-02,19880.49,19880.49,On Time,0
LP00001568,L0000577,2026-06-28,2026-07-01,4964.02,4964.02,On Time,0
LP00001569,L0000577,2026-05-31,2026-06-01,4964.02,4964.02,On Time,0
LP00001570,L0000577,2026-05-30,2026-05-02,4964.02,0,Missed,30
LP00001571,L0000578,2026-07-01,2026-07-01,6813.18,6813.18,On Time,0
LP00001572,L0000578,2026-05-28,2026-06-01,6813.18,6813.18,On Time,0
LP00001573,L0000578,2026-04-30,2026-05-02,6813.18,6813.18,On Time,0
LP00001574,L0000579,2026-07-01,2026-07-01,10786.84,10786.84,On Time,0
LP00001575,L0000579,2026-05-29,2026-06-01,10786.84,10786.84,On Time,0
LP00001576,L0000579,2026-04-28,2026-05-02,10786.84,10786.84,On Time,0
LP00001577,L0000580,2026-07-01,2026-07-01,16691.85,16691.85,On Time,0
LP00001578,L0000580,2026-05-30,2026-06-01,16691.85,16691.85,On Time,0
LP00001579,L0000580,2026-04-30,2026-05-02,16691.85,16691.85,On Time,0
LP00001580,L0000581,2026-07-01,2026-07-01,11918.38,11918.38,On Time,0
LP00001581,L0000581,2026-06-01,2026-06-01,11918.38,11918.38,On Time,0
LP00001582,L0000582,2026-07-01,2026-07-01,5242.03,5242.03,On Time,0
LP00001583,L0000582,2026-06-01,2026-06-01,5242.03,5242.03,On Time,0
LP00001584,L0000582,2026-04-29,2026-05-02,5242.03,5242.03,On Time,0
LP00001585,L0000583,2026-06-28,2026-07-01,7499.66,7499.66,On Time,0
LP00001586,L0000583,2026-05-31,2026-06-01,7499.66,7499.66,On Time,0
LP00001587,L0000583,2026-05-17,2026-05-02,7499.66,7499.66,Late,15
LP00001588,L0000584,2026-06-28,2026-07-01,18221.82,18221.82,On Time,0
LP00001589,L0000584,2026-05-30,2026-06-01,18221.82,18221.82,On Time,0
LP00001590,L0000584,2026-04-28,2026-05-02,18221.82,18221.82,On Time,0
LP00001591,L0000585,2026-07-05,2026-07-01,8662.49,8662.49,Late,4
LP00001592,L0000585,2026-05-30,2026-06-01,8662.49,8662.49,On Time,0
LP00001593,L0000585,2026-05-09,2026-05-02,8662.49,5671.74,Partial,7
LP00001594,L0000586,2026-07-18,2026-07-01,5785.04,4058.51,Partial,17
LP00001595,L0000586,2026-05-29,2026-06-01,5785.04,5785.04,On Time,0
LP00001596,L0000586,2026-04-28,2026-05-02,5785.04,5785.04,On Time,0
LP00001597,L0000587,2026-07-01,2026-07-01,9191.32,9191.32,On Time,0
LP00001598,L0000587,2026-05-30,2026-06-01,9191.32,9191.32,On Time,0
LP00001599,L0000587,2026-05-22,2026-05-02,9191.32,7136.39,Partial,20
LP00001600,L0000588,2026-07-19,2026-07-01,4171.07,2883.68,Partial,18
LP00001601,L0000588,2026-05-30,2026-06-01,4171.07,4171.07,On Time,0
LP00001602,L0000588,2026-05-01,2026-05-02,4171.07,4171.07,On Time,0
LP00001603,L0000589,2026-07-01,2026-07-01,6057.15,6057.15,On Time,0
LP00001604,L0000589,2026-05-31,2026-06-01,6057.15,6057.15,On Time,0
LP00001605,L0000589,2026-05-01,2026-05-02,6057.15,6057.15,On Time,0
LP00001606,L0000590,2026-07-02,2026-07-01,24344.97,24344.97,Late,1
LP00001607,L0000590,2026-06-01,2026-06-01,24344.97,24344.97,On Time,0
LP00001608,L0000590,2026-05-02,2026-05-02,24344.97,24344.97,On Time,0
LP00001609,L0000591,2026-06-27,2026-07-01,20061.99,20061.99,On Time,0
LP00001610,L0000591,2026-06-01,2026-06-01,20061.99,20061.99,On Time,0
LP00001611,L0000591,2026-05-01,2026-05-02,20061.99,20061.99,On Time,0
LP00001612,L0000592,2026-06-28,2026-07-01,1296.11,1296.11,On Time,0
LP00001613,L0000593,2026-06-29,2026-07-01,3678.44,3678.44,On Time,0
LP00001614,L0000593,2026-05-29,2026-06-01,3678.44,3678.44,On Time,0
LP00001615,L0000594,2026-07-01,2026-07-01,8021.58,8021.58,On Time,0
LP00001616,L0000594,2026-06-29,2026-06-01,8021.58,0,Missed,30
LP00001617,L0000594,2026-05-01,2026-05-02,8021.58,8021.58,On Time,0
LP00001618,L0000595,2026-06-27,2026-07-01,5095.71,5095.71,On Time,0
LP00001619,L0000595,2026-05-28,2026-06-01,5095.71,5095.71,On Time,0
LP00001620,L0000595,2026-04-29,2026-05-02,5095.71,5095.71,On Time,0
LP00001621,L0000596,2026-07-29,2026-07-01,11887.99,0,Missed,45
LP00001622,L0000597,2026-07-01,2026-07-01,5038.4,5038.4,On Time,0
LP00001623,L0000597,2026-05-28,2026-06-01,5038.4,5038.4,On Time,0
LP00001624,L0000597,2026-05-02,2026-05-02,5038.4,5038.4,On Time,0
LP00001625,L0000598,2026-06-29,2026-07-01,7112.66,7112.66,On Time,0
LP00001626,L0000598,2026-05-30,2026-06-01,7112.66,7112.66,On Time,0
LP00001627,L0000598,2026-05-22,2026-05-02,7112.66,7112.66,Late,20
LP00001628,L0000599,2026-07-01,2026-07-01,8759.77,8759.77,On Time,0
LP00001629,L0000599,2026-05-31,2026-06-01,8759.77,8759.77,On Time,0
LP00001630,L0000600,2026-06-28,2026-07-01,6093.06,6093.06,On Time,0
LP00001631,L0000600,2026-05-31,2026-06-01,6093.06,6093.06,On Time,0
LP00001632,L0000600,2026-05-02,2026-05-02,6093.06,6093.06,On Time,0
LP00001633,L0000601,2026-06-30,2026-07-01,12989.89,12989.89,On Time,0
LP00001634,L0000601,2026-05-30,2026-06-01,12989.89,12989.89,On Time,0
LP00001635,L0000601,2026-05-02,2026-05-02,12989.89,12989.89,On Time,0
LP00001636,L0000602,2026-06-29,2026-07-01,13154.76,13154.76,On Time,0
LP00001637,L0000602,2026-05-31,2026-06-01,13154.76,13154.76,On Time,0
LP00001638,L0000602,2026-05-18,2026-05-02,13154.76,11163.11,Partial,16
LP00001639,L0000603,2026-06-29,2026-07-01,5044.44,5044.44,On Time,0
LP00001640,L0000603,2026-05-29,2026-06-01,5044.44,5044.44,On Time,0
LP00001641,L0000603,2026-05-20,2026-05-02,5044.44,3671.79,Partial,18
LP00001642,L0000604,2026-07-01,2026-07-01,6009.82,6009.82,On Time,0
LP00001643,L0000604,2026-06-06,2026-06-01,6009.82,6009.82,Late,5
LP00001644,L0000604,2026-04-29,2026-05-02,6009.82,6009.82,On Time,0
LP00001645,L0000605,2026-06-30,2026-07-01,15436.9,15436.9,On Time,0
LP00001646,L0000605,2026-05-31,2026-06-01,15436.9,15436.9,On Time,0
LP00001647,L0000605,2026-05-01,2026-05-02,15436.9,15436.9,On Time,0
LP00001648,L0000606,2026-07-05,2026-07-01,22385.67,22385.67,Late,4
LP00001649,L0000606,2026-05-30,2026-06-01,22385.67,22385.67,On Time,0
LP00001650,L0000606,2026-05-02,2026-05-02,22385.67,22385.67,On Time,0
LP00001651,L0000607,2026-06-27,2026-07-01,7644.25,7644.25,On Time,0
LP00001652,L0000607,2026-05-30,2026-06-01,7644.25,7644.25,On Time,0
LP00001653,L0000607,2026-05-01,2026-05-02,7644.25,7644.25,On Time,0
LP00001654,L0000608,2026-07-29,2026-07-01,11899.77,0,Missed,45
LP00001655,L0000609,2026-07-01,2026-07-01,23598.36,23598.36,On Time,0
LP00001656,L0000609,2026-05-29,2026-06-01,23598.36,23598.36,On Time,0
LP00001657,L0000609,2026-05-01,2026-05-02,23598.36,23598.36,On Time,0
LP00001658,L0000610,2026-06-28,2026-07-01,4782.93,4782.93,On Time,0
LP00001659,L0000610,2026-06-01,2026-06-01,4782.93,4782.93,On Time,0
LP00001660,L0000610,2026-05-02,2026-05-02,4782.93,4782.93,On Time,0
LP00001661,L0000611,2026-07-08,2026-07-01,7682.49,6714.29,Partial,7
LP00001662,L0000611,2026-05-31,2026-06-01,7682.49,7682.49,On Time,0
LP00001663,L0000611,2026-04-30,2026-05-02,7682.49,7682.49,On Time,0
LP00001664,L0000612,2026-06-27,2026-07-01,10835.06,10835.06,On Time,0
LP00001665,L0000612,2026-05-30,2026-06-01,10835.06,10835.06,On Time,0
LP00001666,L0000612,2026-04-28,2026-05-02,10835.06,10835.06,On Time,0
LP00001667,L0000613,2026-07-01,2026-07-01,8404.47,8404.47,On Time,0
LP00001668,L0000613,2026-06-01,2026-06-01,8404.47,8404.47,On Time,0
LP00001669,L0000613,2026-04-28,2026-05-02,8404.47,8404.47,On Time,0
LP00001670,L0000614,2026-06-28,2026-07-01,7696.05,7696.05,On Time,0
LP00001671,L0000614,2026-05-28,2026-06-01,7696.05,7696.05,On Time,0
LP00001672,L0000614,2026-05-30,2026-05-02,7696.05,0,Missed,30
LP00001673,L0000615,2026-07-01,2026-07-01,11969.04,11969.04,On Time,0
LP00001674,L0000615,2026-05-30,2026-06-01,11969.04,11969.04,On Time,0
LP00001675,L0000615,2026-05-02,2026-05-02,11969.04,11969.04,On Time,0
LP00001676,L0000616,2026-06-29,2026-07-01,31789.71,31789.71,On Time,0
LP00001677,L0000616,2026-05-28,2026-06-01,31789.71,31789.71,On Time,0
LP00001678,L0000616,2026-05-02,2026-05-02,31789.71,31789.71,On Time,0
LP00001679,L0000617,2026-06-27,2026-07-01,12016.06,12016.06,On Time,0
LP00001680,L0000617,2026-05-30,2026-06-01,12016.06,12016.06,On Time,0
LP00001681,L0000618,2026-06-30,2026-07-01,4750.26,4750.26,On Time,0
LP00001682,L0000618,2026-05-29,2026-06-01,4750.26,4750.26,On Time,0
LP00001683,L0000618,2026-05-03,2026-05-02,4750.26,4750.26,Late,1
LP00001684,L0000619,2026-07-07,2026-07-01,20145.62,20145.62,Late,6
LP00001685,L0000619,2026-05-31,2026-06-01,20145.62,20145.62,On Time,0
LP00001686,L0000619,2026-04-28,2026-05-02,20145.62,20145.62,On Time,0
LP00001687,L0000620,2026-07-01,2026-07-01,3152.44,3152.44,On Time,0
LP00001688,L0000620,2026-06-29,2026-06-01,3152.44,0,Missed,60
LP00001689,L0000620,2026-05-30,2026-05-02,3152.44,0,Missed,60
LP00001690,L0000621,2026-06-30,2026-07-01,2803.55,2803.55,On Time,0
LP00001691,L0000621,2026-05-28,2026-06-01,2803.55,2803.55,On Time,0
LP00001692,L0000621,2026-04-28,2026-05-02,2803.55,2803.55,On Time,0
LP00001693,L0000622,2026-06-28,2026-07-01,9087.63,9087.63,On Time,0
LP00001694,L0000622,2026-05-30,2026-06-01,9087.63,9087.63,On Time,0
LP00001695,L0000622,2026-04-30,2026-05-02,9087.63,9087.63,On Time,0
LP00001696,L0000623,2026-07-09,2026-07-01,10816.17,10816.17,Late,8
LP00001697,L0000623,2026-06-29,2026-06-01,10816.17,0,Missed,30
LP00001698,L0000623,2026-04-30,2026-05-02,10816.17,10816.17,On Time,0
LP00001699,L0000624,2026-06-28,2026-07-01,1417.58,1417.58,On Time,0
LP00001700,L0000624,2026-05-31,2026-06-01,1417.58,1417.58,On Time,0
LP00001701,L0000624,2026-04-28,2026-05-02,1417.58,1417.58,On Time,0
LP00001702,L0000625,2026-07-01,2026-07-01,22122.93,22122.93,On Time,0
LP00001703,L0000625,2026-05-29,2026-06-01,22122.93,22122.93,On Time,0
LP00001704,L0000625,2026-04-30,2026-05-02,22122.93,22122.93,On Time,0
LP00001705,L0000626,2026-07-07,2026-07-01,3259.68,3259.68,Late,6
LP00001706,L0000627,2026-06-30,2026-07-01,2743.91,2743.91,On Time,0
LP00001707,L0000627,2026-05-28,2026-06-01,2743.91,2743.91,On Time,0
LP00001708,L0000627,2026-05-02,2026-05-02,2743.91,2743.91,On Time,0
LP00001709,L0000628,2026-06-30,2026-07-01,35304.75,35304.75,On Time,0
LP00001710,L0000629,2026-07-29,2026-07-01,12263.03,0,Missed,60
LP00001711,L0000629,2026-06-11,2026-06-01,12263.03,12263.03,Late,10
LP00001712,L0000629,2026-05-05,2026-05-02,12263.03,8139.43,Partial,3
LP00001713,L0000630,2026-06-30,2026-07-01,8705.66,8705.66,On Time,0
LP00001714,L0000630,2026-05-28,2026-06-01,8705.66,8705.66,On Time,0
LP00001715,L0000630,2026-05-30,2026-05-02,8705.66,0,Missed,30
LP00001716,L0000631,2026-06-27,2026-07-01,10010.19,10010.19,On Time,0
LP00001717,L0000632,2026-07-13,2026-07-01,9511.45,9511.45,Late,12
LP00001718,L0000632,2026-06-01,2026-06-01,9511.45,9511.45,On Time,0
