LoanID,CustomerID,BranchID,LoanType,ApplicationDate,ApprovalDate,PrincipalAmount,OutstandingBalance,InterestRate,LoanTermMonths,MonthlyPayment,LoanStatus,RiskRating,DaysPastDue
L0000446,C001717,B0004,Credit Facility,2024-06-02,2024-06-11,153052,15305.2,0.198,24,7774.76,Current,Low,0
L0000447,C000275,B0044,Personal Loan,2025-08-05,2025-08-14,18133,15141.05,0.229,60,510.14,Current,Low,0
L0000448,C001936,B0020,Vehicle Finance,2025-03-26,2025-03-30,681388,517854.88,0.139,60,15819.4,Current,Low,0
L0000449,C001847,B0044,Home Loan,2026-03-28,2026-04-01,1553965,1530655.52,0.1305,180,19712.57,Current,Medium,0
L0000450,C001131,B0055,Personal Loan,2024-03-27,2024-03-27,188076,109084.08,0.229,60,5291.15,Current,Low,0
L0000451,C000350,B0004,Home Loan,2025-12-05,2025-12-05,1026624,990692.16,0.1125,180,11830.25,Current,Low,0
L0000452,C001962,B0021,Personal Loan,2026-05-27,2026-06-04,163398,151143.15,0.247,12,15506.25,In Arrears,Medium,15
L0000453,C001210,B0018,Personal Loan,2024-07-21,2024-07-23,199505,79802.0,0.229,36,7712.39,Current,Low,0
L0000454,C000614,B0038,Personal Loan,2026-04-29,2026-04-30,318681,304340.35,0.247,60,9297.74,Current,Medium,0
L0000455,C001882,B0035,Personal Loan,2025-11-23,2025-11-30,166642,141645.7,0.229,48,5332.0,Current,Low,0
L0000456,C001318,B0048,Home Loan,2026-03-22,2026-04-01,1389553,1373920.53,0.1575,240,19072.08,Current,High,0
L0000457,C001873,B0032,Business Loan,2026-04-29,2026-05-09,980389,943624.41,0.165,48,28036.19,In Arrears,Low,45
L0000458,C000655,B0044,Vehicle Finance,2025-08-23,2025-08-28,581642,461678.34,0.139,48,15865.06,Current,Low,0
L0000459,C000199,B0035,Credit Facility,2025-07-16,2025-07-18,16640,1664.0,0.198,12,1539.85,Current,Low,0
L0000460,C001592,B0049,Personal Loan,2026-06-15,2026-06-24,164469,161385.21,0.247,48,5425.84,Current,Medium,0
L0000461,C001561,B0054,Business Loan,2025-11-03,2025-11-05,835640,668512.0,0.165,36,29585.32,Current,Low,0
L0000462,C001515,B0009,Personal Loan,2024-06-20,2024-06-28,266620,99982.5,0.229,36,10306.89,Current,Low,0
L0000463,C000737,B0025,Personal Loan,2024-08-16,2024-08-21,182931,77745.68,0.229,36,7071.68,Current,Low,0
L0000464,C001311,B0027,Personal Loan,2026-06-12,2026-06-19,193822,190914.67,0.229,60,5452.8,Current,Low,0
L0000465,C001194,B0033,Vehicle Finance,2026-01-03,2026-01-11,386897,343371.09,0.157,48,10905.42,In Arrears,Medium,45
L0000466,C000060,B0003,Personal Loan,2026-04-19,2026-04-23,70303,54484.83,0.247,12,6671.66,Current,Medium,0
L0000467,C001923,B0021,Personal Loan,2025-11-27,2025-11-29,269629,188740.3,0.229,24,14107.98,Defaulted,Low,90
L0000468,C000283,B0011,Personal Loan,2026-01-09,2026-01-16,302317,268306.34,0.247,48,9973.45,Current,Medium,0
L0000469,C001237,B0016,Home Loan,2026-04-09,2026-04-14,1997462,1967500.07,0.1125,180,23017.65,Current,Low,0
L0000470,C001826,B0043,Home Loan,2025-01-04,2025-01-07,1524432,1421532.84,0.1125,240,15995.19,Current,Low,0
L0000471,C001239,B0025,Personal Loan,2026-03-31,2026-04-01,133531,127522.1,0.247,60,3895.86,Current,Medium,0
L0000472,C000303,B0058,Personal Loan,2023-10-12,2023-10-17,204530,77977.06,0.229,48,6544.29,Current,Low,0
L0000473,C000214,B0002,Personal Loan,2025-09-27,2025-10-03,330237,218782.01,0.229,24,17279.21,Current,Low,0
L0000474,C001623,B0034,Personal Loan,2023-08-26,2023-08-26,223273,76750.09,0.229,48,7144.0,Current,Low,0
L0000475,C000226,B0008,Personal Loan,2025-07-18,2025-07-19,52065,42693.3,0.229,60,1464.75,In Arrears,Low,15
L0000476,C000654,B0036,Vehicle Finance,2025-02-14,2025-02-23,512605,349212.16,0.157,48,14448.73,Current,Medium,0
L0000477,C000150,B0035,Personal Loan,2023-09-14,2023-09-20,171968,17196.8,0.274,24,9386.57,Current,High,0
L0000478,C001466,B0027,Personal Loan,2026-06-22,2026-06-25,301306,290007.03,0.229,24,15765.44,Current,Low,0
L0000479,C001786,B0026,Personal Loan,2024-10-15,2024-10-24,97882,46493.95,0.274,36,4017.09,Current,High,0
L0000480,C000235,B0026,Personal Loan,2026-03-17,2026-03-19,230553,216719.82,0.229,60,6486.16,Current,Low,0
L0000481,C001078,B0045,Home Loan,2026-03-07,2026-03-13,1991174,1961306.39,0.1575,240,27329.53,In Arrears,High,60
L0000482,C001610,B0032,Vehicle Finance,2023-07-04,2023-07-07,90025,49513.75,0.139,72,1850.21,Current,Low,0
L0000483,C001264,B0055,Personal Loan,2024-05-20,2024-05-26,208301,20830.1,0.247,24,11086.01,Current,Medium,0
L0000484,C001517,B0042,Personal Loan,2024-12-02,2024-12-10,111832,58711.8,0.229,36,4323.16,In Arrears,Low,45
L0000485,C000595,B0031,Vehicle Finance,2024-11-25,2024-12-03,594419,382657.23,0.157,48,16754.81,Current,Medium,0
L0000486,C000550,B0060,Home Loan,2022-09-16,2022-09-23,1663925,1089870.88,0.1125,120,23156.67,Current,Low,0
L0000487,C000656,B0043,Personal Loan,2026-01-23,2026-01-23,141947,129171.77,0.229,60,3993.4,Current,Low,0
L0000488,C001912,B0048,Personal Loan,2026-04-09,2026-04-17,75722,72314.51,0.247,60,2209.24,Current,Medium,0
L0000489,C001127,B0002,Vehicle Finance,2026-05-08,2026-05-18,506399,491207.03,0.184,60,12969.65,Defaulted,High,90
L0000490,C000275,B0012,Home Loan,2025-03-22,2025-03-26,1487007,1308566.16,0.1125,120,20694.52,Current,Low,0
L0000491,C000356,B0030,Home Loan,2024-02-08,2024-02-08,1235697,1101314.95,0.1575,240,16960.36,Current,High,0
L0000492,C001263,B0042,Personal Loan,2025-05-16,2025-05-18,344415,34441.5,0.229,12,32384.68,Current,Low,0
L0000493,C001708,B0023,Business Loan,2025-06-10,2025-06-17,734534,591299.87,0.165,60,18058.17,Current,Low,0
L0000494,C000480,B0040,Business Loan,2025-09-19,2025-09-22,974478,609048.75,0.183,24,48791.31,Current,Medium,0
L0000495,C001394,B0052,Credit Facility,2026-04-21,2026-04-26,100428,77831.7,0.198,12,9293.49,Current,Low,0
L0000496,C001567,B0015,Vehicle Finance,2026-04-20,2026-04-25,491195,469091.22,0.139,60,11403.8,Current,Low,0
L0000497,C001238,B0029,Personal Loan,2023-09-21,2023-10-01,335282,58674.35,0.247,36,13277.61,Current,Medium,0
L0000498,C000818,B0012,Vehicle Finance,2026-03-19,2026-03-28,149089,141634.55,0.139,72,3064.11,Current,Low,0
L0000499,C001842,B0040,Personal Loan,2024-09-14,2024-09-19,13901,6255.45,0.247,36,550.5,Current,Medium,0
L0000500,C000625,B0036,Home Loan,2025-06-03,2025-06-04,1010650,944957.75,0.1125,180,11646.17,Current,Low,0
L0000501,C000001,B0005,Personal Loan,2026-06-29,2026-06-30,295824,273637.2,0.247,12,28073.31,Current,Medium,0
L0000502,C000986,B0017,Personal Loan,2023-03-15,2023-03-23,177866,17786.6,0.247,12,16879.25,Current,Medium,0
L0000503,C000195,B0026,Vehicle Finance,2025-09-13,2025-09-16,509537,433106.45,0.139,60,11829.64,Current,Low,0
L0000504,C000672,B0040,Credit Facility,2025-07-02,2025-07-08,109252,60088.6,0.198,24,5549.8,Current,Low,0
L0000505,C000425,B0006,Personal Loan,2022-10-27,2022-11-01,40961,13926.74,0.229,60,1152.36,Current,Low,0
L0000506,C000764,B0028,Personal Loan,2025-11-08,2025-11-12,113209,96227.65,0.229,48,3622.32,Current,Low,0
L0000507,C000211,B0017,Personal Loan,2026-01-19,2026-01-20,126973,69835.15,0.229,12,11939.03,Current,Low,0
L0000508,C000099,B0053,Home Loan,2025-08-16,2025-08-25,1780820,1682874.9,0.1125,180,20521.18,Current,Low,0
L0000509,C000549,B0049,Credit Facility,2026-01-04,2026-01-07,68420,58157.0,0.198,36,2535.77,Current,Low,0
L0000510,C000726,B0044,Home Loan,2026-06-13,2026-06-16,2191423,2174987.33,0.1305,120,32784.96,Current,Medium,0
L0000511,C001714,B0012,Home Loan,2025-10-08,2025-10-18,953015,910129.32,0.1305,180,12089.32,Current,Medium,0
L0000512,C001497,B0001,Personal Loan,2026-06-16,2026-06-24,302297,294739.58,0.247,36,11971.36,Current,Medium,0
L0000513,C000726,B0012,Vehicle Finance,2026-06-09,2026-06-10,691144,680776.84,0.157,60,16697.31,In Arrears,Medium,45
L0000514,C000070,B0014,Home Loan,2026-02-11,2026-02-11,2115034,2035720.23,0.1125,120,29434.71,Current,Low,0
L0000515,C001355,B0026,Personal Loan,2025-08-22,2025-08-25,60210,43652.25,0.229,36,2327.58,Current,Low,0
L0000516,C000026,B0006,Vehicle Finance,2026-06-17,2026-06-27,156087,154135.91,0.157,72,3360.09,Current,Medium,0
L0000517,C000744,B0057,Personal Loan,2023-09-21,2023-09-30,120818,43796.52,0.229,48,3865.78,Current,Low,0
L0000518,C000649,B0020,Vehicle Finance,2025-11-25,2025-12-05,682380,592817.62,0.184,48,20187.82,Current,High,0
L0000519,C001665,B0021,Vehicle Finance,2026-04-22,2026-04-25,237429,228525.41,0.157,72,5111.14,Current,Medium,0
L0000520,C001697,B0027,Vehicle Finance,2026-01-04,2026-01-13,316471,287988.61,0.139,60,7347.33,Current,Low,0
L0000521,C001342,B0023,Vehicle Finance,2026-01-06,2026-01-14,589758,536679.78,0.139,60,13692.08,Current,Low,0
L0000522,C000681,B0052,Vehicle Finance,2025-05-06,2025-05-10,425201,335908.79,0.184,60,10890.05,Current,High,0
L0000523,C001419,B0015,Personal Loan,2025-12-03,2025-12-11,256917,229940.71,0.274,60,7906.58,Current,High,0
L0000524,C001686,B0016,Personal Loan,2025-03-15,2025-03-23,7528,752.8,0.229,12,707.84,Current,Low,0
L0000525,C000203,B0020,Vehicle Finance,2026-04-04,2026-04-14,450887,430597.08,0.139,60,10467.99,Current,Low,0
L0000526,C000462,B0029,Vehicle Finance,2025-02-07,2025-02-12,572981,426870.84,0.139,60,13302.58,Current,Low,0
L0000527,C000267,B0032,Personal Loan,2025-08-31,2025-09-04,125049,106291.65,0.229,60,3518.01,Current,Low,0
L0000528,C000677,B0043,Personal Loan,2024-06-02,2024-06-02,226928,22692.8,0.247,24,12077.36,Current,Medium,0
L0000529,C000747,B0026,Vehicle Finance,2025-12-02,2025-12-02,484188,441821.55,0.139,72,9951.14,Current,Low,0
L0000530,C001983,B0009,Business Loan,2026-03-08,2026-03-16,471721,400962.85,0.165,24,23209.78,Current,Low,0
L0000531,C001193,B0004,Personal Loan,2026-03-02,2026-03-11,25049,21291.65,0.247,24,1333.14,Current,Medium,0
L0000532,C000988,B0041,Business Loan,2026-04-23,2026-04-24,498048,442017.6,0.165,24,24505.13,Current,Low,0
L0000533,C001224,B0051,Personal Loan,2026-06-22,2026-06-27,192111,189229.33,0.247,60,5604.97,Current,Medium,0
L0000534,C001792,B0049,Personal Loan,2025-05-20,2025-05-26,192389,91384.77,0.247,24,10239.16,Current,Medium,0
L0000535,C000708,B0037,Personal Loan,2025-04-17,2025-04-22,79070,7907.0,0.274,12,7607.54,In Arrears,High,30
L0000536,C000241,B0034,Vehicle Finance,2024-09-02,2024-09-12,177011,118597.37,0.139,60,4109.57,Current,Low,0
L0000537,C000994,B0056,Personal Loan,2025-07-07,2025-07-13,114784,63131.2,0.229,24,6005.92,Current,Low,0
L0000538,C000688,B0001,Home Loan,2026-01-11,2026-01-19,2384948,2313399.56,0.1125,180,27482.82,Current,Low,0
L0000539,C001639,B0029,Personal Loan,2026-03-16,2026-03-21,288640,202048.0,0.247,12,27391.56,Current,Medium,0
L0000540,C000440,B0060,Business Loan,2026-05-10,2026-05-19,823237,761494.23,0.165,24,40505.2,Current,Low,0
L0000541,C000108,B0043,Vehicle Finance,2026-01-05,2026-01-07,693252,630859.32,0.157,60,16748.24,Current,Medium,0
L0000542,C001440,B0019,Personal Loan,2026-04-20,2026-04-29,330422,256077.05,0.229,12,31068.94,Current,Low,0
L0000543,C001950,B0049,Personal Loan,2024-09-26,2024-10-06,37584,25745.04,0.229,60,1057.35,Current,Low,0
L0000544,C001020,B0030,Vehicle Finance,2026-01-21,2026-01-25,687595,625711.45,0.157,60,16611.57,Current,Medium,0
L0000545,C000997,B0024,Personal Loan,2024-08-18,2024-08-26,50072,21280.6,0.247,36,1982.92,Current,Medium,0
L0000546,C000251,B0051,Home Loan,2024-01-16,2024-01-26,2008003,1556202.32,0.1125,120,27945.17,Current,Low,0
L0000547,C001637,B0014,Vehicle Finance,2024-08-15,2024-08-21,516839,293952.18,0.184,48,15290.39,Current,High,0
L0000548,C000450,B0042,Vehicle Finance,2025-05-22,2025-05-28,112286,82810.93,0.139,48,3062.75,Current,Low,0
L0000549,C001690,B0009,Personal Loan,2026-03-19,2026-03-29,136481,122832.9,0.247,36,5404.83,Current,Medium,0
L0000550,C000644,B0002,Credit Facility,2025-04-29,2025-05-06,243532,158295.8,0.243,36,9592.86,Current,High,0
L0000551,C001060,B0060,Home Loan,2026-06-05,2026-06-08,1623590,1611413.08,0.1125,120,22595.33,Current,Low,0
L0000552,C001667,B0021,Business Loan,2025-05-05,2025-05-15,162260,77073.5,0.165,24,7983.57,Current,Low,0
L0000553,C001783,B0017,Vehicle Finance,2026-04-27,2026-05-04,185276,180644.1,0.157,72,3988.44,Current,Medium,0
L0000554,C001385,B0047,Personal Loan,2026-01-13,2026-01-20,94858,86320.78,0.274,60,2919.24,Current,High,0
L0000555,C000239,B0030,Credit Facility,2026-05-31,2026-06-05,132152,127196.3,0.198,24,6713.08,Current,Low,0
L0000556,C001269,B0047,Vehicle Finance,2026-06-02,2026-06-07,415846,408048.89,0.139,48,11342.76,Current,Low,0
L0000557,C001681,B0040,Vehicle Finance,2026-02-06,2026-02-07,693983,641934.28,0.157,60,16765.9,Current,Medium,0
L0000558,C001294,B0054,Personal Loan,2024-08-01,2024-08-04,248316,105534.3,0.247,36,9833.64,In Arrears,Medium,60
L0000559,C000847,B0048,Personal Loan,2024-12-23,2024-12-29,251754,25175.4,0.247,12,23891.12,Current,Medium,0
L0000560,C001859,B0019,Personal Loan,2022-05-03,2022-05-04,169272,16927.2,0.247,36,6703.4,Current,Medium,0
L0000561,C000152,B0042,Credit Facility,2026-06-16,2026-06-21,49071,47230.84,0.198,24,2492.72,Current,Low,0
L0000562,C001437,B0045,Home Loan,2023-01-27,2023-01-28,2494535,2101645.74,0.1125,240,26174.06,Current,Low,0
L0000563,C001222,B0055,Vehicle Finance,2024-02-25,2024-02-25,465800,212521.25,0.139,48,12705.32,Current,Low,0
L0000564,C001829,B0027,Home Loan,2026-06-04,2026-06-07,1685753,1677324.24,0.1125,180,19425.68,Current,Low,0
L0000565,C001237,B0056,Credit Facility,2025-12-02,2025-12-07,83054,61252.33,0.198,24,4218.99,Current,Low,0
L0000566,C001033,B0059,Credit Facility,2026-06-28,2026-06-30,20766,20246.85,0.198,36,769.62,Current,Low,0
L0000567,C001124,B0016,Credit Facility,2024-01-17,2024-01-23,66096,6609.6,0.243,12,6259.61,In Arrears,High,15
L0000568,C001731,B0044,Home Loan,2025-10-18,2025-10-25,701254,653919.35,0.1125,120,9759.28,Current,Low,0
L0000569,C000169,B0060,Home Loan,2026-05-14,2026-05-22,2116260,2100388.05,0.1125,240,22204.99,Current,Low,0
L0000570,C000144,B0001,Personal Loan,2025-11-30,2025-12-08,132420,97659.75,0.229,24,6928.7,Current,Low,0
L0000571,C000206,B0038,Personal Loan,2025-06-09,2025-06-18,299141,153309.76,0.274,24,16328.08,Current,High,0
L0000572,C001003,B0035,Credit Facility,2026-06-01,2026-06-08,39555,36588.38,0.216,12,3694.52,Current,Medium,0
L0000573,C001142,B0059,Vehicle Finance,2026-01-03,2026-01-13,511772,465712.52,0.139,60,11881.52,Current,Low,0
L0000574,C001017,B0005,Home Loan,2025-04-14,2025-04-19,1529106,1357081.57,0.1125,120,21280.41,Current,Low,0
L0000575,C000252,B0032,Business Loan,2026-05-23,2026-05-30,147530,140153.5,0.165,36,5223.21,Current,Low,0
L0000576,C001709,B0038,Home Loan,2026-04-02,2026-04-07,1725221,1699342.69,0.1125,180,19880.49,Current,Low,0
L0000577,C000956,B0035,Home Loan,2026-04-04,2026-04-12,430776,424314.36,0.1125,180,4964.02,Current,Low,0
L0000578,C001450,B0024,Personal Loan,2026-01-24,2026-01-28,72459,39852.45,0.229,12,6813.18,Current,Low,0
L0000579,C001120,B0046,Personal Loan,2023-08-07,2023-08-11,206156,20615.6,0.229,24,10786.84,Current,Low,0
L0000580,C000366,B0038,Home Loan,2023-11-02,2023-11-04,1216134,1070197.92,0.1575,240,16691.85,Current,High,0
L0000581,C000586,B0008,Business Loan,2026-05-11,2026-05-18,242232,224064.6,0.165,24,11918.38,Current,Low,0
L0000582,C000753,B0048,Personal Loan,2025-06-06,2025-06-09,132370,89349.75,0.247,36,5242.03,Current,Medium,0
L0000583,C001894,B0054,Home Loan,2024-02-14,2024-02-24,714760,637029.85,0.1125,240,7499.66,Current,Low,0
L0000584,C000271,B0013,Personal Loan,2025-05-15,2025-05-22,348252,165419.7,0.229,24,18221.82,Current,Low,0
L0000585,C000674,B0042,Personal Loan,2022-12-20,2022-12-21,262579,50874.68,0.247,48,8662.49,Current,Medium,0
L0000586,C000779,B0003,Vehicle Finance,2025-09-14,2025-09-23,281480,246295.0,0.139,72,5785.04,In Arrears,Low,30
L0000587,C000773,B0022,Credit Facility,2022-09-08,2022-09-16,248000,24800.0,0.198,36,9191.32,Current,Low,0
L0000588,C000311,B0023,Vehicle Finance,2026-03-29,2026-03-29,179660,168880.4,0.139,60,4171.07,Current,Low,0
L0000589,C000353,B0027,Home Loan,2025-10-31,2025-11-05,577280,559961.6,0.1125,240,6057.15,Current,Low,0
L0000590,C000705,B0019,Business Loan,2025-03-26,2025-04-03,687626,429766.25,0.165,36,24344.97,Current,Low,0
L0000591,C001448,B0059,Home Loan,2025-05-13,2025-05-15,1740971,1619103.03,0.1125,180,20061.99,Current,Low,0
L0000592,C001938,B0046,Credit Facility,2026-06-09,2026-06-19,25515,24558.19,0.198,24,1296.11,Current,Low,0
L0000593,C001770,B0045,Personal Loan,2026-04-29,2026-05-04,114963,110651.89,0.229,48,3678.44,Current,Low,0
L0000594,C001161,B0039,Personal Loan,2026-04-22,2026-04-22,285130,272299.15,0.229,60,8021.58,Current,Low,0
L0000595,C001788,B0008,Personal Loan,2026-04-22,2026-04-27,181129,172978.2,0.229,60,5095.71,Current,Low,0
L0000596,C000370,B0028,Home Loan,2026-06-06,2026-06-06,1031635,1026476.82,0.1125,180,11887.99,Current,Low,0
L0000597,C000518,B0037,Personal Loan,2026-03-16,2026-03-24,53584,37508.8,0.229,12,5038.4,Current,Low,0
L0000598,C001994,B0024,Vehicle Finance,2024-04-03,2024-04-06,260763,128751.73,0.139,48,7112.66,Current,Low,0
L0000599,C001558,B0059,Vehicle Finance,2026-05-22,2026-05-24,377309,365989.73,0.139,60,8759.77,Current,Low,0
L0000600,C000394,B0022,Personal Loan,2025-04-10,2025-04-14,216580,167849.5,0.229,60,6093.06,Current,Low,0
L0000601,C000362,B0046,Personal Loan,2024-06-30,2024-07-05,336024,134409.6,0.229,36,12989.89,In Arrears,Low,30
L0000602,C001049,B0026,Personal Loan,2026-04-04,2026-04-14,138619,107429.73,0.247,12,13154.76,Current,Medium,0
L0000603,C001452,B0056,Home Loan,2024-06-07,2024-06-15,429263,389019.59,0.1305,240,5044.44,Current,Medium,0
L0000604,C001460,B0050,Vehicle Finance,2026-03-29,2026-03-30,220331,203806.18,0.139,48,6009.82,Current,Low,0
L0000605,C000365,B0050,Personal Loan,2025-07-25,2025-08-04,295027,173328.36,0.229,24,15436.9,Current,Low,0
L0000606,C001261,B0060,Home Loan,2022-06-24,2022-06-26,1608525,1017392.06,0.1125,120,22385.67,Current,Low,0
L0000607,C001198,B0048,Home Loan,2026-04-13,2026-04-17,650497,643178.91,0.1305,240,7644.25,In Arrears,Medium,30
L0000608,C001466,B0013,Credit Facility,2026-06-13,2026-06-18,234256,225471.4,0.198,24,11899.77,Current,Low,0
L0000609,C001779,B0005,Home Loan,2024-08-03,2024-08-07,2249056,2055074.92,0.1125,240,23598.36,Current,Low,0
L0000610,C000333,B0028,Personal Loan,2025-10-19,2025-10-27,170011,147059.51,0.229,60,4782.93,Current,Low,0
L0000611,C000995,B0031,Vehicle Finance,2025-12-24,2025-12-31,356877,325650.26,0.157,72,7682.49,Current,Medium,0
L0000612,C000500,B0023,Vehicle Finance,2025-08-22,2025-08-27,384401,305118.29,0.157,48,10835.06,Current,Medium,0
L0000613,C001734,B0008,Personal Loan,2026-04-24,2026-04-29,298740,285296.7,0.229,60,8404.47,Current,Low,0
L0000614,C000428,B0045,Personal Loan,2023-08-19,2023-08-26,250076,118786.1,0.274,60,7696.05,Current,High,0
L0000615,C001886,B0038,Personal Loan,2026-04-25,2026-04-25,228750,203015.62,0.229,24,11969.04,Current,Low,0
L0000616,C000124,B0037,Home Loan,2026-03-10,2026-03-18,2124898,2061151.06,0.1305,120,31789.71,Current,Medium,0
L0000617,C000137,B0048,Vehicle Finance,2026-05-05,2026-05-10,517567,502039.99,0.139,60,12016.06,Current,Low,0
L0000618,C000708,B0041,Personal Loan,2025-07-04,2025-07-09,137650,106678.75,0.274,48,4750.26,Current,High,0
L0000619,C001121,B0060,Home Loan,2024-12-15,2024-12-22,1748229,1582147.25,0.1125,180,20145.62,Current,Low,0
L0000620,C000605,B0044,Personal Loan,2025-06-27,2025-07-04,98524,76356.1,0.229,48,3152.44,Current,Low,0
L0000621,C001347,B0003,Business Loan,2025-06-12,2025-06-19,114037,91799.78,0.165,60,2803.55,Current,Low,0
L0000622,C000853,B0050,Vehicle Finance,2024-01-15,2024-01-16,391431,215287.05,0.139,60,9087.63,Current,Low,0
L0000623,C001876,B0033,Personal Loan,2023-10-27,2023-10-27,113976,11397.6,0.247,12,10816.17,Current,Medium,0
L0000624,C000655,B0044,Credit Facility,2025-05-12,2025-05-19,38249,24861.85,0.198,36,1417.58,Current,Low,0
L0000625,C000436,B0019,Home Loan,2024-05-20,2024-05-29,1882579,1699027.55,0.1305,240,22122.93,Current,Medium,0
L0000626,C001092,B0024,Vehicle Finance,2026-06-29,2026-06-30,127274,125364.89,0.184,60,3259.68,In Arrears,High,30
L0000627,C000851,B0009,Personal Loan,2024-02-12,2024-02-19,52441,5244.1,0.229,24,2743.91,Current,Low,0
L0000628,C001292,B0051,Business Loan,2026-06-06,2026-06-09,717542,690634.18,0.165,24,35304.75,Current,Low,0
L0000629,C000377,B0033,Personal Loan,2024-07-18,2024-07-23,298806,119522.4,0.274,36,12263.03,Current,High,0
L0000630,C000251,B0051,Personal Loan,2025-12-26,2026-01-04,272080,241471.0,0.229,48,8705.66,Current,Low,0
L0000631,C001542,B0017,Vehicle Finance,2026-06-24,2026-06-26,414347,408131.79,0.157,60,10010.19,Current,Medium,0
L0000632,C000887,B0040,Personal Loan,2026-04-06,2026-04-09,181781,161330.64,0.229,24,9511.45,Defaulted,Low,90
L0000633,C001834,B0032,Personal Loan,2026-02-28,2026-03-09,211689,148182.3,0.229,12,19904.71,Current,Low,0
L0000634,C000568,B0031,Personal Loan,2025-10-28,2025-11-03,236547,94618.8,0.229,12,22242.06,Current,Low,0
L0000635,C000117,B0054,Business Loan,2024-08-12,2024-08-18,909079,517038.68,0.165,48,25996.94,Current,Low,0
L0000636,C000601,B0004,Personal Loan,2026-05-19,2026-05-29,31563,30616.11,0.247,60,920.87,Current,Medium,0
L0000637,C001738,B0043,Vehicle Finance,2023-07-05,2023-07-14,666151,366383.05,0.139,72,13690.89,Current,Low,0
L0000638,C001031,B0048,Home Loan,2025-12-06,2025-12-09,983957,932299.26,0.1305,120,14720.57,Current,Medium,0
L0000639,C001525,B0027,Business Loan,2026-06-16,2026-06-25,770894,759330.59,0.165,60,18952.06,Current,Low,0
L0000640,C000179,B0044,Business Loan,2026-04-20,2026-04-20,924280,882687.4,0.183,60,23621.74,Current,Medium,0
L0000641,C000567,B0005,Credit Facility,2026-05-30,2026-06-08,11710,11270.88,0.216,24,605.18,Current,Medium,0
L0000642,C001788,B0024,Personal Loan,2026-06-17,2026-06-24,217588,213508.22,0.229,48,6962.1,Current,Low,0
L0000643,C001294,B0054,Personal Loan,2022-08-30,2022-09-04,117059,16095.61,0.247,48,3861.78,Current,Medium,0
L0000644,C000063,B0001,Vehicle Finance,2026-04-10,2026-04-15,511035,488038.42,0.157,60,12346.07,Current,Medium,0
L0000645,C000953,B0020,Personal Loan,2026-05-21,2026-05-31,188637,182977.89,0.229,60,5306.93,Current,Low,0
L0000646,C000111,B0027,Personal Loan,2026-01-14,2026-01-24,327496,253809.4,0.247,24,17429.7,Current,Medium,0
L0000647,C000916,B0048,Credit Facility,2025-03-09,2025-03-16,20712,2071.2,0.216,12,1934.54,Current,Medium,0
L0000648,C001991,B0029,Vehicle Finance,2025-11-01,2025-11-06,456411,410769.9,0.157,72,9825.16,Current,Medium,0
L0000649,C000195,B0002,Home Loan,2026-05-04,2026-05-12,1041287,1025667.69,0.1125,120,14491.48,Current,Low,0
L0000650,C000980,B0055,Personal Loan,2025-03-07,2025-03-08,16049,9629.4,0.229,36,620.42,Current,Low,0
L0000651,C001577,B0005,Personal Loan,2025-04-24,2025-05-04,197307,155872.53,0.247,60,5756.57,Current,Medium,0
L0000652,C001222,B0057,Vehicle Finance,2025-06-01,2025-06-11,205619,165523.29,0.139,60,4773.74,Current,Low,0
L0000653,C001331,B0049,Personal Loan,2026-04-08,2026-04-13,67257,63473.79,0.229,48,2152.0,Current,Low,0
L0000654,C001992,B0020,Business Loan,2025-01-17,2025-01-26,558307,407564.11,0.165,60,13725.71,Current,Low,0
L0000655,C000575,B0022,Personal Loan,2025-06-01,2025-06-08,243285,195844.42,0.229,60,6844.35,Current,Low,0
L0000656,C001683,B0026,Vehicle Finance,2023-12-31,2023-12-31,621257,332372.49,0.139,60,14423.38,Current,Low,0
L0000657,C001794,B0023,Personal Loan,2024-12-18,2024-12-18,78739,56298.39,0.229,60,2215.17,Current,Low,0
L0000658,C000305,B0049,Vehicle Finance,2026-06-01,2026-06-03,215547,212313.79,0.139,60,5004.23,Current,Low,0
L0000659,C001723,B0038,Personal Loan,2025-01-08,2025-01-17,175766,57123.95,0.274,24,9593.87,Current,High,0
L0000660,C001099,B0017,Business Loan,2023-06-10,2023-06-18,760902,76090.2,0.183,24,38097.74,Current,Medium,0
L0000661,C000891,B0007,Personal Loan,2024-12-26,2025-01-03,54245,35937.31,0.229,48,1735.66,Current,Low,0
L0000662,C001999,B0013,Home Loan,2025-09-29,2025-09-30,1124204,1067993.8,0.1125,180,12954.7,Current,Low,0
L0000663,C000157,B0057,Personal Loan,2026-03-09,2026-03-15,154989,143364.83,0.229,48,4959.14,Current,Low,0
L0000664,C000809,B0007,Vehicle Finance,2023-02-12,2023-02-22,571771,278738.36,0.139,72,11751.17,Current,Low,0
L0000665,C001345,B0052,Personal Loan,2025-11-29,2025-12-01,293613,139466.17,0.247,12,27863.49,Current,Medium,0
L0000666,C000578,B0022,Vehicle Finance,2026-04-25,2026-05-02,678873,661901.17,0.139,72,13952.35,Current,Low,0
L0000667,C001463,B0053,Vehicle Finance,2024-06-29,2024-07-04,354647,195055.85,0.139,48,9673.47,Current,Low,0
L0000668,C001735,B0049,Personal Loan,2024-12-14,2024-12-24,294466,210543.19,0.229,60,8284.23,Current,Low,0
L0000669,C000884,B0014,Personal Loan,2024-07-02,2024-07-02,227973,125385.15,0.247,48,7520.84,Current,Medium,0
