TransactionID,AccountID,TransactionDate,TransactionTime,TransactionType,TransactionAmount,Channel,TransactionStatus,MerchantCategory,Province
T000003643,A0001523,2025-12-22,17:41:31,Transfer,1879.56,Mobile App,Successful,N/A,Gauteng
T000003644,A0000933,2026-05-12,22:58:09,Transfer,202.79,ATM,Successful,N/A,Western Cape
T000003645,A0003192,2025-08-03,06:13:03,Card Purchase,1616.1,ATM,Successful,Telecoms,Northern Cape
T000003646,A0001812,2025-08-22,12:10:47,Transfer,640.05,Internet Banking,Successful,N/A,Gauteng
T000003647,A0000710,2026-06-27,22:10:49,Payment,6559.63,Mobile App,Successful,Education,Western Cape
T000003648,A0001065,2024-09-29,15:48:18,Bank Fee,1249.21,ATM,Successful,N/A,Eastern Cape
T000003649,A0001548,2026-07-17,15:00:35,Card Purchase,256.37,Card,Successful,Other,Limpopo
T000003650,A0002707,2026-02-18,18:49:56,Card Purchase,679.91,ATM,Successful,Travel,Free State
T000003651,A0002096,2026-07-22,18:11:36,Card Purchase,131.5,POS,Successful,Travel,Mpumalanga
T000003652,A0000546,2026-07-26,06:50:06,Card Purchase,305.32,Mobile App,Successful,Utilities,Eastern Cape
T000003653,A0000741,2025-07-17,16:01:16,Card Purchase,269.52,POS,Successful,Travel,Limpopo
T000003654,A0002389,2025-07-25,22:26:56,Debit Order,395.78,Branch,Successful,N/A,Gauteng
T000003655,A0001430,2024-01-31,19:59:23,Card Purchase,285.81,Mobile App,Successful,Utilities,Gauteng
T000003656,A0000642,2026-06-30,06:30:29,Card Purchase,1443.56,Card,Successful,Healthcare,Gauteng
T000003657,A0000544,2025-08-19,11:25:49,Card Purchase,240.68,Branch,Successful,Utilities,Western Cape
T000003658,A0001974,2026-07-20,15:09:22,Transfer,497.7,Card,Successful,N/A,KwaZulu-Natal
T000003659,A0002244,2026-05-13,08:56:06,Debit Order,340.72,Internet Banking,Successful,N/A,Western Cape
T000003660,A0000166,2026-07-11,15:54:33,Debit Order,588.0,Mobile App,Successful,N/A,KwaZulu-Natal
T000003661,A0002087,2026-06-22,13:29:16,Card Purchase,5212.78,Card,Successful,Utilities,Western Cape
T000003662,A0002533,2025-05-03,06:05:53,Card Purchase,502.39,Internet Banking,Successful,Restaurants,Gauteng
T000003663,A0000939,2026-01-02,07:10:26,Debit Order,173.05,ATM,Successful,N/A,Western Cape
T000003664,A0002515,2025-04-06,09:10:24,Withdrawal,745.52,Mobile App,Successful,N/A,Western Cape
T000003665,A0002767,2026-06-02,20:24:16,Transfer,92.65,Card,Successful,N/A,Western Cape
T000003666,A0002874,2025-07-26,13:59:08,Transfer,459.15,ATM,Successful,N/A,Gauteng
T000003667,A0001636,2025-12-01,22:05:55,Card Purchase,48.85,POS,Successful,Entertainment,Western Cape
T000003668,A0001587,2026-07-13,06:46:48,Card Purchase,147.77,ATM,Successful,Healthcare,Western Cape
T000003669,A0001422,2026-01-02,15:44:55,Debit Order,2105.07,ATM,Successful,N/A,Gauteng
T000003670,A0001426,2026-07-04,17:12:55,Payment,889.3,Internet Banking,Successful,Healthcare,Western Cape
T000003671,A0000998,2024-07-04,13:10:32,Payment,389.13,Mobile App,Successful,Telecoms,Gauteng
T000003672,A0001119,2026-07-25,13:24:46,Bank Fee,1185.15,Mobile App,Successful,N/A,Eastern Cape
T000003673,A0001078,2025-12-15,10:33:01,Bank Fee,1351.07,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003674,A0000627,2025-07-29,22:50:21,Debit Order,469.56,Mobile App,Successful,N/A,KwaZulu-Natal
T000003675,A0001640,2025-08-19,21:51:16,Transfer,932.34,Mobile App,Successful,N/A,KwaZulu-Natal
T000003676,A0001037,2026-04-14,12:30:38,Card Purchase,2382.98,Mobile App,Successful,Groceries,Gauteng
T000003677,A0002798,2025-02-16,18:19:17,Interest,594.04,Branch,Successful,N/A,Mpumalanga
T000003678,A0002429,2025-09-25,17:24:50,Transfer,155.2,POS,Successful,N/A,Gauteng
T000003679,A0002557,2026-02-24,11:21:49,Deposit,733.36,Card,Successful,N/A,Gauteng
T000003680,A0002510,2026-05-09,19:24:38,Interest,763.7,ATM,Successful,N/A,Eastern Cape
T000003681,A0000571,2026-06-29,07:17:27,Card Purchase,328.07,Card,Successful,Other,Mpumalanga
T000003682,A0000978,2026-07-26,10:12:01,Card Purchase,1034.56,Mobile App,Successful,Other,Limpopo
T000003683,A0002994,2026-07-09,09:40:00,Bank Fee,3574.65,ATM,Successful,N/A,Gauteng
T000003684,A0000433,2026-05-27,17:14:48,Payment,1095.38,Card,Successful,Education,Western Cape
T000003685,A0002085,2026-07-06,11:35:37,Card Purchase,115.94,Branch,Successful,Travel,North West
T000003686,A0002736,2026-03-04,10:01:49,Payment,2889.57,Card,Successful,Healthcare,Gauteng
T000003687,A0002144,2026-04-28,18:29:56,Payment,292.1,Mobile App,Successful,Restaurants,Limpopo
T000003688,A0003058,2026-07-14,08:14:55,Interest,335.78,Internet Banking,Successful,N/A,Western Cape
T000003689,A0003028,2026-05-12,12:14:58,Payment,446.95,Card,Successful,Fuel,Gauteng
T000003690,A0000353,2026-05-22,15:20:00,Transfer,619.17,Card,Successful,N/A,Gauteng
T000003691,A0001552,2026-07-22,09:49:27,Transfer,2417.54,Mobile App,Successful,N/A,Eastern Cape
T000003692,A0001711,2025-10-22,13:04:22,Transfer,381.45,Branch,Successful,N/A,KwaZulu-Natal
T000003693,A0001445,2025-10-09,07:32:21,Withdrawal,1120.69,Mobile App,Successful,N/A,Western Cape
T000003694,A0000069,2025-07-12,20:47:28,Deposit,3004.61,ATM,Successful,N/A,North West
T000003695,A0002519,2026-06-02,08:17:27,Card Purchase,455.95,POS,Successful,Fuel,KwaZulu-Natal
T000003696,A0001561,2026-03-06,16:33:32,Transfer,606.08,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003697,A0000769,2025-06-30,19:38:16,Card Purchase,236.14,ATM,Successful,Education,Mpumalanga
T000003698,A0001877,2025-05-01,19:28:23,Card Purchase,211.57,Mobile App,Successful,Utilities,Gauteng
T000003699,A0001802,2026-07-23,17:48:56,Transfer,14770.13,Internet Banking,Successful,N/A,Western Cape
T000003700,A0002260,2025-09-12,17:15:18,Withdrawal,1217.53,Mobile App,Successful,N/A,Gauteng
T000003701,A0002931,2026-07-09,07:38:08,Payment,599.81,Mobile App,Successful,Groceries,Gauteng
T000003702,A0000910,2026-07-23,16:54:45,Card Purchase,957.41,POS,Successful,Retail,KwaZulu-Natal
T000003703,A0000172,2026-06-29,22:33:08,Debit Order,2816.33,Internet Banking,Successful,N/A,Limpopo
T000003704,A0000538,2026-03-27,13:09:50,Withdrawal,2846.21,Card,Successful,N/A,Western Cape
T000003705,A0002895,2026-04-05,08:30:34,Debit Order,725.88,Card,Successful,N/A,Western Cape
T000003706,A0000013,2026-06-30,14:37:57,Deposit,4701.83,Card,Successful,N/A,Gauteng
T000003707,A0001399,2026-06-17,08:50:10,Transfer,293.74,Mobile App,Successful,N/A,KwaZulu-Natal
T000003708,A0002177,2026-04-16,18:52:42,Debit Order,177.45,POS,Successful,N/A,Gauteng
T000003709,A0000758,2024-07-04,06:42:19,Card Purchase,792.27,Branch,Successful,Education,Gauteng
T000003710,A0002986,2026-07-26,12:49:08,Payment,90.92,POS,Failed,Healthcare,Eastern Cape
T000003711,A0001615,2026-07-03,08:36:59,Deposit,429.23,POS,Successful,N/A,KwaZulu-Natal
T000003712,A0000556,2026-02-02,18:47:46,Withdrawal,943.25,Card,Successful,N/A,KwaZulu-Natal
T000003713,A0002723,2026-06-26,17:56:02,Interest,2791.12,Card,Successful,N/A,Gauteng
T000003714,A0000269,2026-06-06,09:12:22,Transfer,1413.45,Mobile App,Successful,N/A,Free State
T000003715,A0001724,2026-05-10,21:42:46,Card Purchase,1760.68,Internet Banking,Successful,Groceries,Northern Cape
T000003716,A0000428,2026-05-25,08:43:28,Debit Order,3416.03,Mobile App,Successful,N/A,Eastern Cape
T000003717,A0001281,2026-07-30,20:45:15,Card Purchase,425.48,Internet Banking,Successful,Telecoms,Western Cape
T000003718,A0001435,2025-11-18,21:02:28,Transfer,288.13,ATM,Successful,N/A,Gauteng
T000003719,A0000386,2026-02-10,19:41:54,Card Purchase,39.75,Card,Successful,Other,Gauteng
T000003720,A0000569,2026-06-23,09:18:03,Transfer,3071.29,Mobile App,Successful,N/A,Eastern Cape
T000003721,A0000339,2026-05-15,08:16:30,Debit Order,812.45,Internet Banking,Successful,N/A,Eastern Cape
T000003722,A0000152,2026-01-14,14:15:52,Payment,1397.57,POS,Failed,Healthcare,KwaZulu-Natal
T000003723,A0001861,2025-11-03,10:17:53,Withdrawal,111.37,Internet Banking,Successful,N/A,Gauteng
T000003724,A0002434,2026-05-03,09:05:42,Withdrawal,223.69,Card,Successful,N/A,Mpumalanga
T000003725,A0001523,2023-08-06,16:47:08,Card Purchase,342.11,ATM,Successful,Restaurants,Gauteng
T000003726,A0001591,2026-01-23,17:13:11,Transfer,107.4,Card,Successful,N/A,KwaZulu-Natal
T000003727,A0003125,2026-06-29,18:05:24,Bank Fee,538.54,Mobile App,Successful,N/A,North West
T000003728,A0000992,2025-10-06,06:43:30,Card Purchase,1199.25,Mobile App,Successful,Other,Gauteng
T000003729,A0001567,2025-08-23,16:11:03,Payment,712.74,Internet Banking,Successful,Education,KwaZulu-Natal
T000003730,A0000553,2025-06-04,22:15:03,Payment,198.56,Mobile App,Successful,Telecoms,Gauteng
T000003731,A0000575,2025-10-11,11:30:27,Transfer,148.83,Branch,Successful,N/A,Gauteng
T000003732,A0001497,2026-07-17,17:37:46,Card Purchase,1309.94,ATM,Successful,Utilities,Limpopo
T000003733,A0002171,2025-12-09,09:24:46,Debit Order,246.84,Mobile App,Successful,N/A,Western Cape
T000003734,A0002599,2026-07-27,18:51:35,Card Purchase,590.53,Internet Banking,Successful,Retail,North West
T000003735,A0002068,2025-05-12,12:48:43,Deposit,1133.55,Mobile App,Successful,N/A,KwaZulu-Natal
T000003736,A0001584,2026-06-30,20:11:29,Payment,2859.3,POS,Successful,Telecoms,Free State
T000003737,A0001650,2026-04-05,09:41:03,Transfer,731.6,Mobile App,Successful,N/A,Limpopo
T000003738,A0002399,2025-05-17,14:08:28,Card Purchase,997.2,ATM,Successful,Other,Gauteng
T000003739,A0000003,2025-12-09,16:06:15,Transfer,609.5,Card,Successful,N/A,Eastern Cape
T000003740,A0002385,2026-07-20,12:44:04,Transfer,1635.93,Mobile App,Successful,N/A,Gauteng
T000003741,A0002324,2025-10-14,09:21:15,Payment,1094.14,Mobile App,Successful,Groceries,Gauteng
T000003742,A0001033,2026-03-29,15:41:38,Transfer,857.31,Mobile App,Successful,N/A,Eastern Cape
T000003743,A0001830,2026-05-02,06:19:00,Card Purchase,88.43,POS,Successful,Healthcare,Gauteng
T000003744,A0003163,2026-01-19,15:30:28,Card Purchase,97.54,Mobile App,Successful,Utilities,Western Cape
T000003745,A0001806,2026-02-27,16:18:04,Deposit,6571.85,POS,Successful,N/A,Western Cape
T000003746,A0002533,2026-06-13,15:32:29,Card Purchase,348.69,POS,Successful,Telecoms,Gauteng
T000003747,A0003142,2025-12-27,17:19:29,Card Purchase,1199.63,ATM,Successful,Retail,North West
T000003748,A0003103,2025-08-30,22:40:03,Transfer,595.13,Card,Successful,N/A,Eastern Cape
T000003749,A0001563,2025-07-25,10:40:19,Payment,681.46,Card,Successful,Education,Gauteng
T000003750,A0002350,2026-05-19,17:30:59,Card Purchase,850.74,Mobile App,Successful,Other,Limpopo
T000003751,A0000892,2025-04-24,10:45:12,Bank Fee,228.69,POS,Successful,N/A,Free State
T000003752,A0001989,2026-04-04,20:22:23,Debit Order,630.78,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003753,A0001585,2026-03-21,14:49:58,Payment,639.06,Mobile App,Successful,Utilities,Limpopo
T000003754,A0000972,2026-05-07,09:46:48,Debit Order,1193.62,Internet Banking,Successful,N/A,Gauteng
T000003755,A0002004,2026-06-08,20:41:14,Card Purchase,961.18,Mobile App,Successful,Retail,Limpopo
T000003756,A0001335,2026-01-15,22:47:26,Card Purchase,283.7,Mobile App,Successful,Retail,Western Cape
T000003757,A0000206,2026-06-19,21:36:07,Card Purchase,179.08,POS,Successful,Groceries,Gauteng
T000003758,A0001513,2025-12-26,13:33:19,Transfer,285.64,POS,Successful,N/A,Western Cape
T000003759,A0001012,2024-11-30,21:07:10,Payment,960.59,ATM,Successful,Restaurants,Gauteng
T000003760,A0002766,2026-07-29,06:38:50,Withdrawal,662.32,POS,Successful,N/A,Gauteng
T000003761,A0003120,2024-06-08,22:30:42,Transfer,136.81,Card,Successful,N/A,KwaZulu-Natal
T000003762,A0001964,2025-08-14,21:35:57,Payment,789.88,Mobile App,Successful,Groceries,Limpopo
T000003763,A0000546,2026-07-27,11:09:39,Transfer,3058.93,POS,Successful,N/A,Eastern Cape
T000003764,A0000972,2026-03-08,07:23:53,Card Purchase,237.16,Card,Successful,Healthcare,Gauteng
T000003765,A0001085,2024-12-24,09:07:57,Debit Order,490.99,Card,Successful,N/A,Western Cape
T000003766,A0002449,2026-06-15,09:28:15,Transfer,265.05,Mobile App,Successful,N/A,Limpopo
T000003767,A0003109,2026-01-24,20:41:28,Debit Order,106.73,Internet Banking,Successful,N/A,Gauteng
T000003768,A0001778,2023-07-18,17:31:16,Payment,106.21,Branch,Successful,Other,KwaZulu-Natal
T000003769,A0000846,2026-06-20,15:01:11,Transfer,1966.44,Card,Successful,N/A,Western Cape
T000003770,A0001327,2026-04-26,06:42:09,Card Purchase,152.63,Internet Banking,Successful,Other,Gauteng
T000003771,A0001093,2026-03-27,10:02:32,Card Purchase,992.38,Mobile App,Successful,Entertainment,KwaZulu-Natal
T000003772,A0002918,2026-05-21,12:50:34,Card Purchase,2103.46,ATM,Successful,Other,Gauteng
T000003773,A0003098,2026-06-15,20:04:21,Card Purchase,153.8,Card,Successful,Travel,Gauteng
T000003774,A0002631,2025-12-17,13:54:06,Transfer,1943.79,Mobile App,Successful,N/A,KwaZulu-Natal
T000003775,A0002277,2025-11-23,08:54:33,Bank Fee,1167.82,Card,Successful,N/A,Gauteng
T000003776,A0001184,2026-07-02,17:28:40,Card Purchase,1800.97,ATM,Successful,Travel,KwaZulu-Natal
T000003777,A0000009,2026-04-09,10:22:30,Transfer,396.99,Mobile App,Successful,N/A,KwaZulu-Natal
T000003778,A0000151,2025-07-09,13:21:04,Withdrawal,42.78,Card,Successful,N/A,Free State
T000003779,A0000888,2026-05-25,08:36:08,Withdrawal,3464.44,Internet Banking,Successful,N/A,Gauteng
T000003780,A0002574,2026-04-05,07:26:05,Withdrawal,265.69,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003781,A0002432,2024-10-22,12:50:10,Card Purchase,3583.45,ATM,Successful,Retail,Northern Cape
T000003782,A0002759,2026-07-20,21:36:15,Card Purchase,960.82,Mobile App,Successful,Travel,Gauteng
T000003783,A0000837,2026-01-06,19:58:05,Transfer,1377.02,POS,Successful,N/A,KwaZulu-Natal
T000003784,A0001633,2026-03-01,06:25:55,Payment,1696.17,Mobile App,Successful,Fuel,Gauteng
T000003785,A0002288,2026-07-04,07:51:59,Card Purchase,181.4,Card,Successful,Education,Eastern Cape
T000003786,A0002951,2026-06-05,22:39:52,Card Purchase,899.95,Mobile App,Successful,Entertainment,Gauteng
T000003787,A0001737,2026-07-28,20:01:06,Card Purchase,364.77,ATM,Successful,Education,Gauteng
T000003788,A0002828,2025-07-26,11:13:27,Transfer,1225.72,POS,Successful,N/A,Western Cape
T000003789,A0001687,2025-03-22,15:04:27,Deposit,1018.06,POS,Successful,N/A,KwaZulu-Natal
T000003790,A0000646,2025-10-20,15:30:21,Card Purchase,250.17,Internet Banking,Successful,Retail,Mpumalanga
T000003791,A0002550,2026-03-02,16:20:16,Bank Fee,465.53,Branch,Successful,N/A,Eastern Cape
T000003792,A0001258,2026-05-25,19:10:02,Interest,463.52,Mobile App,Successful,N/A,Mpumalanga
T000003793,A0003176,2025-11-03,16:18:19,Debit Order,399.33,Internet Banking,Successful,N/A,Gauteng
T000003794,A0001302,2025-10-27,11:06:16,Debit Order,1150.57,Internet Banking,Successful,N/A,Western Cape
T000003795,A0001855,2026-04-03,21:29:27,Transfer,248.92,Mobile App,Successful,N/A,Eastern Cape
T000003796,A0002294,2026-05-09,18:45:37,Payment,226.54,POS,Successful,Healthcare,Limpopo
T000003797,A0001264,2026-02-13,12:37:08,Debit Order,1004.6,ATM,Successful,N/A,Gauteng
T000003798,A0001508,2026-06-01,07:29:55,Transfer,412.33,Mobile App,Successful,N/A,KwaZulu-Natal
T000003799,A0000668,2026-03-10,14:35:40,Debit Order,957.39,ATM,Successful,N/A,North West
T000003800,A0000990,2026-02-26,17:57:16,Deposit,439.79,Card,Successful,N/A,Western Cape
T000003801,A0000697,2026-04-13,19:21:55,Card Purchase,2815.88,Card,Successful,Other,Gauteng
T000003802,A0002419,2026-07-17,14:07:40,Deposit,3942.17,Card,Successful,N/A,KwaZulu-Natal
T000003803,A0001206,2026-07-19,15:15:24,Transfer,332.13,Card,Successful,N/A,Western Cape
T000003804,A0001374,2026-07-28,11:08:36,Card Purchase,840.95,ATM,Successful,Retail,Gauteng
T000003805,A0000043,2025-09-12,06:13:19,Card Purchase,4428.99,Mobile App,Successful,Utilities,Gauteng
T000003806,A0001225,2026-03-27,08:03:52,Debit Order,371.41,POS,Successful,N/A,Free State
T000003807,A0001558,2025-09-21,17:24:41,Card Purchase,4456.39,ATM,Successful,Travel,Western Cape
T000003808,A0000301,2024-07-09,07:07:34,Card Purchase,548.59,ATM,Successful,Entertainment,Western Cape
T000003809,A0001811,2026-06-26,17:01:37,Card Purchase,396.15,Mobile App,Successful,Restaurants,Western Cape
T000003810,A0001894,2025-08-23,22:36:54,Card Purchase,1349.16,Mobile App,Successful,Entertainment,Western Cape
T000003811,A0002873,2026-03-25,17:44:04,Card Purchase,339.56,Mobile App,Successful,Healthcare,KwaZulu-Natal
T000003812,A0000290,2026-07-05,22:36:02,Withdrawal,2358.46,Card,Successful,N/A,Gauteng
T000003813,A0003091,2026-07-09,07:51:10,Deposit,6989.36,Mobile App,Successful,N/A,Western Cape
T000003814,A0001021,2026-07-28,09:06:07,Withdrawal,710.94,Card,Successful,N/A,Western Cape
T000003815,A0000765,2026-06-08,10:04:28,Transfer,453.25,Mobile App,Successful,N/A,KwaZulu-Natal
T000003816,A0002618,2026-05-20,14:02:34,Card Purchase,578.75,Branch,Successful,Healthcare,KwaZulu-Natal
T000003817,A0000794,2025-06-03,16:06:54,Debit Order,1746.18,ATM,Successful,N/A,Eastern Cape
T000003818,A0001170,2025-11-01,18:35:34,Transfer,347.25,Mobile App,Successful,N/A,KwaZulu-Natal
T000003819,A0002693,2026-07-11,16:55:51,Card Purchase,586.7,Mobile App,Successful,Travel,Gauteng
T000003820,A0001706,2026-05-18,08:42:12,Withdrawal,6279.97,Mobile App,Successful,N/A,Free State
T000003821,A0001131,2026-06-17,11:27:40,Transfer,4216.7,ATM,Successful,N/A,Gauteng
T000003822,A0000747,2025-07-07,22:53:42,Transfer,337.42,Branch,Successful,N/A,Western Cape
T000003823,A0001587,2026-07-19,14:39:18,Withdrawal,849.39,Card,Successful,N/A,Western Cape
T000003824,A0001102,2026-07-04,13:40:38,Deposit,2309.3,Mobile App,Successful,N/A,KwaZulu-Natal
T000003825,A0001875,2026-04-13,20:15:21,Card Purchase,872.26,Mobile App,Successful,Healthcare,Gauteng
T000003826,A0000341,2025-04-22,10:26:14,Transfer,3432.5,Card,Successful,N/A,Free State
T000003827,A0002618,2026-06-09,14:28:26,Transfer,2052.84,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003828,A0000658,2026-07-02,15:27:15,Transfer,260.6,Internet Banking,Successful,N/A,Limpopo
T000003829,A0002145,2026-07-09,08:52:32,Withdrawal,235.17,ATM,Successful,N/A,Gauteng
T000003830,A0001384,2026-07-13,15:43:57,Debit Order,343.71,Card,Successful,N/A,Gauteng
T000003831,A0001512,2026-04-18,20:53:52,Card Purchase,1097.86,Mobile App,Successful,Groceries,Gauteng
T000003832,A0002331,2026-07-20,11:07:38,Payment,4169.86,Internet Banking,Successful,Healthcare,Mpumalanga
T000003833,A0000575,2026-01-13,06:31:04,Card Purchase,100.01,Card,Successful,Retail,Gauteng
T000003834,A0000671,2026-05-29,12:36:05,Transfer,1392.52,Mobile App,Successful,N/A,KwaZulu-Natal
T000003835,A0000685,2026-06-25,18:26:06,Transfer,1461.27,POS,Successful,N/A,KwaZulu-Natal
T000003836,A0001880,2025-11-18,17:54:18,Debit Order,2011.32,Card,Successful,N/A,KwaZulu-Natal
T000003837,A0000835,2026-07-08,09:13:36,Transfer,713.35,Card,Successful,N/A,KwaZulu-Natal
T000003838,A0000855,2026-07-07,14:37:04,Card Purchase,783.22,Mobile App,Successful,Entertainment,Mpumalanga
T000003839,A0001767,2026-02-28,08:06:04,Deposit,28258.58,POS,Successful,N/A,Gauteng
T000003840,A0001851,2025-01-08,22:11:30,Transfer,1721.66,POS,Successful,N/A,Gauteng
T000003841,A0001588,2026-07-31,10:45:43,Card Purchase,552.44,Mobile App,Successful,Groceries,North West
T000003842,A0000976,2026-04-27,13:26:20,Card Purchase,48.1,ATM,Successful,Utilities,Eastern Cape
T000003843,A0000449,2026-06-10,21:30:53,Payment,690.41,Branch,Successful,Other,Gauteng
T000003844,A0002441,2025-07-23,12:35:15,Debit Order,575.4,Card,Successful,N/A,Gauteng
T000003845,A0002806,2024-07-01,20:18:32,Card Purchase,519.92,Mobile App,Successful,Entertainment,Gauteng
T000003846,A0001038,2026-07-23,16:31:06,Withdrawal,908.08,Card,Successful,N/A,Western Cape
T000003847,A0002272,2024-11-07,16:15:30,Card Purchase,1368.43,Card,Successful,Education,Western Cape
T000003848,A0000430,2026-05-01,08:44:07,Card Purchase,681.25,POS,Successful,Fuel,Gauteng
T000003849,A0000196,2025-11-25,06:24:48,Debit Order,800.75,Card,Successful,N/A,KwaZulu-Natal
T000003850,A0003155,2024-01-28,19:46:08,Withdrawal,1156.12,Mobile App,Successful,N/A,KwaZulu-Natal
T000003851,A0000782,2025-12-05,19:01:04,Deposit,1046.53,ATM,Successful,N/A,Gauteng
T000003852,A0000569,2025-01-26,16:08:30,Deposit,1612.46,Mobile App,Successful,N/A,Eastern Cape
T000003853,A0003161,2024-03-04,09:49:58,Transfer,810.13,Mobile App,Successful,N/A,KwaZulu-Natal
T000003854,A0000959,2026-07-06,10:43:53,Card Purchase,856.02,ATM,Successful,Travel,Western Cape
T000003855,A0002303,2026-07-30,21:02:41,Transfer,629.47,Card,Successful,N/A,Western Cape
T000003856,A0003187,2026-03-01,19:18:03,Card Purchase,149.14,Branch,Successful,Healthcare,KwaZulu-Natal
T000003857,A0001760,2024-03-09,16:05:47,Transfer,561.0,Mobile App,Successful,N/A,KwaZulu-Natal
T000003858,A0000764,2025-11-25,13:14:04,Payment,585.64,POS,Successful,Restaurants,Eastern Cape
T000003859,A0002637,2026-05-19,10:35:45,Transfer,3640.76,Mobile App,Successful,N/A,Western Cape
T000003860,A0002752,2024-07-28,19:00:42,Card Purchase,142.59,Mobile App,Successful,Groceries,Gauteng
T000003861,A0002490,2026-07-23,20:43:47,Card Purchase,325.56,Mobile App,Successful,Fuel,KwaZulu-Natal
T000003862,A0003190,2026-05-12,08:43:37,Transfer,1239.98,ATM,Successful,N/A,Gauteng
T000003863,A0000265,2026-04-16,10:10:41,Card Purchase,398.83,Mobile App,Successful,Restaurants,Eastern Cape
T000003864,A0002497,2026-06-27,11:09:08,Card Purchase,438.01,Mobile App,Successful,Restaurants,Gauteng
T000003865,A0001917,2026-04-23,22:14:53,Debit Order,257.95,Card,Failed,N/A,Gauteng
T000003866,A0002475,2026-06-18,19:07:48,Transfer,3333.48,Mobile App,Successful,N/A,Northern Cape
T000003867,A0002963,2026-07-04,10:31:09,Transfer,331.52,POS,Successful,N/A,KwaZulu-Natal
T000003868,A0001109,2025-08-04,08:56:31,Card Purchase,109.22,Branch,Successful,Retail,Eastern Cape
T000003869,A0001352,2026-02-23,13:33:26,Card Purchase,363.55,Mobile App,Successful,Healthcare,Gauteng
T000003870,A0002293,2026-07-16,16:31:24,Debit Order,627.27,Mobile App,Successful,N/A,KwaZulu-Natal
T000003871,A0002285,2026-02-10,11:22:08,Withdrawal,1239.47,Mobile App,Successful,N/A,Free State
T000003872,A0002946,2024-10-04,13:36:59,Transfer,447.31,POS,Successful,N/A,Limpopo
T000003873,A0001996,2025-01-19,08:42:56,Payment,482.94,ATM,Successful,Travel,Limpopo
T000003874,A0001519,2025-02-02,08:48:07,Payment,377.85,Card,Successful,Travel,Western Cape
T000003875,A0000502,2025-08-04,14:41:42,Deposit,1246.31,POS,Successful,N/A,Limpopo
T000003876,A0001946,2026-03-05,17:08:47,Card Purchase,694.68,Mobile App,Successful,Retail,Free State
T000003877,A0002409,2026-07-27,08:54:08,Interest,435.45,Mobile App,Successful,N/A,KwaZulu-Natal
T000003878,A0000786,2026-04-03,15:20:56,Debit Order,264.75,Branch,Successful,N/A,Gauteng
T000003879,A0001259,2023-08-11,08:41:58,Debit Order,350.16,Mobile App,Successful,N/A,KwaZulu-Natal
T000003880,A0001709,2026-07-16,22:56:23,Card Purchase,932.35,Mobile App,Successful,Travel,Western Cape
T000003881,A0001406,2026-06-11,21:53:11,Payment,1487.85,Internet Banking,Successful,Utilities,Gauteng
T000003882,A0000841,2026-03-20,16:22:11,Card Purchase,414.79,Card,Successful,Telecoms,Western Cape
T000003883,A0001534,2026-03-01,19:54:26,Payment,1394.03,Card,Successful,Fuel,KwaZulu-Natal
T000003884,A0001335,2026-06-05,15:21:59,Card Purchase,444.66,ATM,Successful,Retail,Western Cape
T000003885,A0000747,2026-03-06,15:38:40,Transfer,1865.38,ATM,Successful,N/A,Western Cape
T000003886,A0002597,2024-02-01,20:43:14,Card Purchase,2861.61,POS,Successful,Entertainment,Eastern Cape
T000003887,A0002315,2025-05-15,16:35:44,Transfer,663.92,ATM,Successful,N/A,Northern Cape
T000003888,A0002726,2026-05-02,15:40:14,Bank Fee,182.22,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003889,A0002666,2026-03-11,22:10:58,Payment,2467.94,Mobile App,Successful,Travel,Gauteng
T000003890,A0000737,2026-07-25,21:47:50,Deposit,1975.57,Branch,Successful,N/A,Mpumalanga
T000003891,A0000156,2026-07-07,11:03:05,Interest,496.29,Branch,Successful,N/A,Limpopo
T000003892,A0002003,2026-03-14,14:41:22,Debit Order,442.45,Branch,Successful,N/A,KwaZulu-Natal
T000003893,A0001814,2026-02-05,20:28:25,Withdrawal,307.61,Internet Banking,Successful,N/A,KwaZulu-Natal
T000003894,A0001090,2025-12-15,12:28:15,Card Purchase,815.32,ATM,Successful,Fuel,Gauteng
T000003895,A0001606,2026-07-21,18:31:45,Bank Fee,433.89,Mobile App,Successful,N/A,Gauteng
T000003896,A0002422,2025-05-26,10:50:23,Deposit,2208.71,ATM,Successful,N/A,Gauteng
T000003897,A0001907,2025-08-07,18:46:30,Card Purchase,394.26,Mobile App,Successful,Fuel,Limpopo
T000003898,A0000411,2025-12-10,20:25:15,Card Purchase,667.07,Mobile App,Successful,Education,Mpumalanga
T000003899,A0003045,2025-05-20,12:20:28,Debit Order,174.58,POS,Successful,N/A,Western Cape
T000003900,A0001474,2026-03-28,12:19:04,Card Purchase,2094.58,POS,Successful,Telecoms,Free State
T000003901,A0000143,2025-06-06,07:33:47,Card Purchase,127.53,Internet Banking,Successful,Retail,Gauteng
T000003902,A0001597,2025-11-20,16:39:51,Withdrawal,1962.73,Mobile App,Successful,N/A,Western Cape
T000003903,A0001261,2026-07-21,19:32:03,Transfer,4309.21,Mobile App,Successful,N/A,Gauteng
