AccountID,CustomerID,ProductID,BranchID,AccountType,OpenDate,CurrentBalance,AccountStatus,InterestRate,OverdraftLimit
A0001511,C001107,P008,B0033,Fixed Deposit,2023-06-18,86668.6,Active,0.085,0
A0001512,C000948,P005,B0011,Savings,2026-03-26,71424.6,Active,0.055,0
A0001513,C000878,P002,B0043,Current Account,2025-05-15,60042.54,Active,0.001,0
A0001514,C000466,P008,B0023,Fixed Deposit,2026-06-16,11858.23,Active,0.085,0
A0001515,C001699,P018,B0029,Current Account,2022-10-25,13109.8,Active,0.012,0
A0001516,C001580,P003,B0052,Current Account,2025-11-30,21550.2,Active,0.001,0
A0001517,C001800,P006,B0031,Savings,2026-06-29,112716.78,Active,0.062,22500.0
A0001518,C001860,P020,B0018,Current Account,2025-03-11,19928.26,Active,0.002,0
A0001519,C001713,P008,B0060,Fixed Deposit,2022-07-16,7358.26,Active,0.085,0
A0001520,C001570,P020,B0060,Current Account,2024-08-19,279027.34,Active,0.002,18000.0
A0001521,C000531,P020,B0058,Current Account,2025-10-26,21437.11,Active,0.002,0
A0001522,C001440,P018,B0023,Current Account,2025-04-03,2763.92,Active,0.012,0
A0001523,C001844,P019,B0041,Money Market,2022-07-23,18341.65,Active,0.078,0
A0001524,C001627,P008,B0021,Fixed Deposit,2024-09-24,31009.85,Active,0.085,0
A0001525,C001280,P012,B0056,Credit Card,2024-07-07,-1382.06,Active,0.185,5000
A0001526,C001618,P008,B0009,Fixed Deposit,2022-12-27,42651.65,Active,0.085,0
A0001527,C001830,P006,B0005,Savings,2025-04-07,13324.73,Active,0.062,0
A0001528,C001879,P010,B0012,Credit Card,2025-07-29,-608.44,Active,0.215,12200.0
A0001529,C000552,P012,B0009,Credit Card,2026-01-21,-1169.77,Active,0.185,5000
A0001530,C001755,P007,B0012,Notice Deposit,2023-08-11,109852.46,Active,0.075,0
A0001531,C001059,P020,B0045,Current Account,2023-08-01,11030.73,Active,0.002,0
A0001532,C000962,P020,B0022,Current Account,2023-07-09,130582.92,Active,0.002,0
A0001533,C000700,P019,B0024,Money Market,2026-06-15,12602.51,Active,0.078,0
A0001534,C000056,P005,B0017,Savings,2025-10-05,123910.74,Active,0.055,0
A0001535,C001457,P003,B0001,Current Account,2025-12-20,7362.9,Closed,0.001,0
A0001536,C001655,P001,B0055,Current Account,2026-05-24,35170.57,Active,0.002,0
A0001537,C000982,P006,B0048,Savings,2025-07-17,38179.22,Active,0.062,0
A0001538,C001308,P020,B0016,Current Account,2026-03-03,20924.12,Active,0.002,5200.0
A0001539,C000100,P002,B0017,Current Account,2026-07-09,151699.01,Active,0.001,0
A0001540,C000918,P020,B0053,Current Account,2026-03-18,7003.36,Active,0.002,1400.0
A0001541,C000233,P001,B0026,Current Account,2025-06-03,9688.93,Active,0.002,0
A0001542,C000325,P018,B0055,Current Account,2026-05-16,25390.76,Active,0.012,0
A0001543,C000196,P011,B0037,Credit Card,2024-05-31,-1632.51,Active,0.205,5000
A0001544,C001489,P008,B0047,Fixed Deposit,2026-06-10,20390.48,Active,0.085,0
A0001545,C001260,P020,B0002,Current Account,2025-07-16,5688.89,Active,0.002,0
A0001546,C000288,P002,B0021,Current Account,2024-02-29,22858.1,Active,0.001,0
A0001547,C000793,P006,B0048,Savings,2026-03-20,10337.46,Active,0.062,0
A0001548,C000205,P003,B0016,Current Account,2025-02-12,6989.22,Active,0.001,0
A0001549,C000224,P009,B0041,Money Market,2025-07-21,236823.45,Active,0.068,0
A0001550,C000412,P005,B0026,Savings,2025-10-09,4147.29,Active,0.055,0
A0001551,C001788,P002,B0025,Current Account,2026-06-26,9581.79,Active,0.001,5200.0
A0001552,C001513,P020,B0025,Current Account,2026-05-08,56840.84,Active,0.002,5200.0
A0001553,C000653,P010,B0053,Credit Card,2026-01-14,-2841.54,Active,0.215,12200.0
A0001554,C000863,P004,B0042,Savings,2025-09-08,2409.57,Active,0.045,0
A0001555,C000247,P012,B0007,Credit Card,2025-04-19,-1333.11,Active,0.185,5000
A0001556,C000353,P005,B0009,Savings,2025-10-05,12339.91,Active,0.055,1400.0
A0001557,C001672,P004,B0038,Savings,2026-06-09,7146.31,Active,0.045,1400.0
A0001558,C001907,P020,B0055,Current Account,2023-04-17,10767.57,Active,0.002,1400.0
A0001559,C000749,P001,B0029,Current Account,2024-09-17,2962.71,Active,0.002,0
A0001560,C000164,P008,B0022,Fixed Deposit,2026-01-30,7952.03,Active,0.085,0
A0001561,C000950,P018,B0023,Current Account,2025-04-18,20712.78,Active,0.012,0
A0001562,C001554,P004,B0016,Savings,2025-09-15,21644.73,Active,0.045,1400.0
A0001563,C000462,P001,B0005,Current Account,2025-03-30,22919.01,Active,0.002,0
A0001564,C000859,P008,B0047,Fixed Deposit,2023-08-09,34229.27,Active,0.085,0
A0001565,C000544,P008,B0031,Fixed Deposit,2024-09-14,12154.37,Active,0.085,0
A0001566,C001794,P018,B0023,Current Account,2025-07-16,73917.2,Active,0.012,0
A0001567,C000068,P018,B0019,Current Account,2025-07-06,4588.65,Active,0.012,0
A0001568,C000442,P020,B0022,Current Account,2023-08-06,19966.87,Active,0.002,1400.0
A0001569,C000797,P018,B0048,Current Account,2025-12-13,8471.63,Active,0.012,0
A0001570,C001968,P005,B0025,Savings,2026-01-10,23171.5,Active,0.055,0
A0001571,C001630,P003,B0031,Current Account,2026-07-30,19566.84,Active,0.001,0
A0001572,C000060,P005,B0003,Savings,2026-03-25,30207.34,Active,0.055,1400.0
A0001573,C001402,P018,B0045,Current Account,2026-04-29,47301.56,Dormant,0.012,0
A0001574,C001501,P018,B0044,Current Account,2025-03-28,34297.36,Active,0.012,0
A0001575,C000739,P004,B0039,Savings,2025-09-29,4141.17,Active,0.045,0
A0001576,C001997,P002,B0044,Current Account,2026-01-22,32023.72,Dormant,0.001,0
A0001577,C000471,P008,B0009,Fixed Deposit,2024-07-16,20629.05,Active,0.085,0
A0001578,C001021,P006,B0035,Savings,2026-07-28,16032.06,Dormant,0.062,0
A0001579,C001548,P009,B0014,Money Market,2026-04-05,11923.68,Active,0.068,0
A0001580,C001194,P006,B0013,Savings,2025-10-20,25497.66,Dormant,0.062,0
A0001581,C000581,P011,B0043,Credit Card,2026-01-11,-3920.16,Dormant,0.205,12200.0
A0001582,C001250,P005,B0017,Savings,2026-01-23,56769.27,Active,0.055,0
A0001583,C001970,P020,B0037,Current Account,2026-05-24,57426.65,Dormant,0.002,0
A0001584,C000459,P005,B0030,Savings,2026-05-29,154777.58,Active,0.055,0
A0001585,C001963,P018,B0016,Current Account,2025-02-01,7995.99,Active,0.012,0
A0001586,C000598,P008,B0057,Fixed Deposit,2024-10-26,29057.19,Active,0.085,0
A0001587,C001960,P005,B0021,Savings,2026-06-09,15140.75,Active,0.055,0
A0001588,C001810,P010,B0022,Credit Card,2026-07-14,-5844.69,Active,0.215,12200.0
A0001589,C000032,P001,B0005,Current Account,2025-11-20,3213.89,Active,0.002,1400.0
A0001590,C000982,P004,B0011,Savings,2025-06-20,15128.16,Active,0.045,0
A0001591,C000970,P003,B0053,Current Account,2023-11-10,32634.49,Active,0.001,0
A0001592,C001813,P002,B0008,Current Account,2026-07-27,98087.97,Active,0.001,0
A0001593,C000323,P019,B0011,Money Market,2026-07-23,82489.67,Active,0.078,0
A0001594,C001651,P020,B0016,Current Account,2025-09-29,13928.44,Active,0.002,0
A0001595,C000155,P004,B0039,Savings,2025-12-15,17725.72,Active,0.045,0
A0001596,C001236,P006,B0002,Savings,2025-05-24,17154.04,Active,0.062,0
A0001597,C001607,P008,B0028,Fixed Deposit,2025-04-08,7771.01,Active,0.085,0
A0001598,C001572,P008,B0025,Fixed Deposit,2025-04-30,26208.13,Active,0.085,0
A0001599,C001984,P003,B0057,Current Account,2025-10-21,8266.29,Active,0.001,0
A0001600,C000372,P009,B0014,Money Market,2025-07-16,38934.26,Active,0.068,0
A0001601,C001694,P006,B0041,Savings,2026-07-27,148567.84,Active,0.062,0
A0001602,C000846,P018,B0010,Current Account,2024-08-14,8900.39,Active,0.012,1400.0
A0001603,C000470,P005,B0032,Savings,2024-07-11,12663.29,Active,0.055,0
A0001604,C000070,P003,B0014,Current Account,2025-11-05,1389.06,Active,0.001,1400.0
A0001605,C000099,P008,B0012,Fixed Deposit,2023-06-17,23137.5,Active,0.085,0
A0001606,C000763,P018,B0020,Current Account,2026-03-31,37337.53,Active,0.012,5200.0
A0001607,C000976,P018,B0012,Current Account,2024-09-16,10723.09,Active,0.012,1400.0
A0001608,C001252,P006,B0047,Savings,2026-01-19,66603.35,Active,0.062,0
A0001609,C001997,P020,B0023,Current Account,2026-05-10,34232.89,Active,0.002,0
A0001610,C000439,P012,B0020,Credit Card,2025-06-03,-4511.45,Active,0.185,12200.0
A0001611,C000147,P008,B0037,Fixed Deposit,2025-09-13,68481.1,Active,0.085,0
A0001612,C000305,P005,B0049,Savings,2026-03-03,8377.14,Active,0.055,0
A0001613,C001432,P002,B0033,Current Account,2025-06-18,12158.14,Active,0.001,0
A0001614,C001016,P008,B0029,Fixed Deposit,2025-12-07,22272.54,Active,0.085,0
A0001615,C001246,P020,B0053,Current Account,2026-06-14,3653.99,Active,0.002,0
A0001616,C001344,P001,B0059,Current Account,2026-06-02,56662.63,Active,0.002,0
A0001617,C001896,P018,B0039,Current Account,2025-09-16,83774.25,Active,0.012,0
A0001618,C001269,P001,B0047,Current Account,2026-02-03,48587.2,Active,0.002,18000.0
A0001619,C000431,P003,B0025,Current Account,2026-05-16,8493.46,Closed,0.001,0
A0001620,C001516,P009,B0013,Money Market,2023-12-10,86879.94,Active,0.068,0
A0001621,C001459,P018,B0002,Current Account,2024-04-12,54562.98,Closed,0.012,5200.0
A0001622,C000326,P004,B0042,Savings,2026-06-13,1411.31,Active,0.045,0
A0001623,C000155,P007,B0018,Notice Deposit,2025-02-06,9358.54,Active,0.075,0
A0001624,C000665,P012,B0024,Credit Card,2024-06-09,-2612.66,Active,0.185,12200.0
A0001625,C001109,P004,B0008,Savings,2025-02-22,2491.49,Active,0.045,0
A0001626,C001292,P002,B0046,Current Account,2026-07-13,72211.03,Active,0.001,0
A0001627,C000752,P019,B0047,Money Market,2025-02-09,21132.7,Closed,0.078,0
A0001628,C001061,P002,B0055,Current Account,2024-09-22,15396.43,Active,0.001,1400.0
A0001629,C001668,P020,B0038,Current Account,2026-07-16,32838.63,Dormant,0.002,1400.0
A0001630,C001345,P004,B0036,Savings,2024-10-16,62574.49,Active,0.045,0
A0001631,C001103,P005,B0016,Savings,2023-08-01,25197.31,Active,0.055,0
A0001632,C000089,P005,B0030,Savings,2025-03-11,54559.39,Active,0.055,0
A0001633,C001172,P001,B0005,Current Account,2026-02-08,33660.0,Active,0.002,0
A0001634,C000986,P008,B0049,Fixed Deposit,2024-07-20,13552.93,Active,0.085,0
A0001635,C000986,P008,B0044,Fixed Deposit,2025-07-23,12071.81,Active,0.085,0
A0001636,C001616,P020,B0028,Current Account,2025-09-04,10798.53,Active,0.002,0
A0001637,C000444,P002,B0057,Current Account,2026-05-08,70759.34,Active,0.001,0
A0001638,C000677,P020,B0055,Current Account,2023-09-03,215214.39,Active,0.002,18000.0
A0001639,C001401,P007,B0003,Notice Deposit,2026-02-25,22296.26,Active,0.075,0
A0001640,C001072,P009,B0012,Money Market,2025-03-13,20417.63,Active,0.068,0
A0001641,C000967,P008,B0016,Fixed Deposit,2025-03-30,58692.4,Closed,0.085,0
A0001642,C000460,P003,B0011,Current Account,2025-02-26,13933.62,Active,0.001,5200.0
A0001643,C001320,P012,B0014,Credit Card,2026-05-07,-1946.96,Active,0.185,5000
A0001644,C000975,P001,B0034,Current Account,2023-06-04,10599.74,Active,0.002,0
A0001645,C001002,P006,B0012,Savings,2026-03-15,11454.56,Active,0.062,0
A0001646,C001265,P006,B0022,Savings,2024-05-05,209019.95,Active,0.062,18000.0
A0001647,C000031,P001,B0030,Current Account,2023-02-24,83505.22,Active,0.002,0
A0001648,C000092,P020,B0059,Current Account,2023-08-01,32431.14,Active,0.002,0
A0001649,C001635,P008,B0038,Fixed Deposit,2023-10-24,12129.46,Active,0.085,0
A0001650,C000042,P007,B0056,Notice Deposit,2025-09-21,34417.63,Active,0.075,0
A0001651,C001556,P006,B0053,Savings,2024-03-08,71582.62,Active,0.062,0
A0001652,C000340,P012,B0022,Credit Card,2026-06-29,-1133.52,Active,0.185,5000
A0001653,C000124,P006,B0005,Savings,2026-02-28,65583.94,Active,0.062,5200.0
A0001654,C000352,P001,B0024,Current Account,2024-05-16,16712.23,Active,0.002,0
A0001655,C000918,P011,B0012,Credit Card,2026-04-27,-517.51,Active,0.205,5000
A0001656,C001028,P006,B0059,Savings,2026-02-02,6445.85,Active,0.062,0
A0001657,C000083,P018,B0034,Current Account,2024-04-17,2886.06,Active,0.012,0
A0001658,C001399,P002,B0039,Current Account,2023-03-19,118162.89,Active,0.001,0
A0001659,C000690,P020,B0020,Current Account,2026-02-12,10336.13,Dormant,0.002,0
A0001660,C000463,P006,B0024,Savings,2025-11-19,11197.3,Active,0.062,0
A0001661,C001738,P007,B0046,Notice Deposit,2023-10-03,261415.86,Active,0.075,0
A0001662,C000214,P018,B0035,Current Account,2025-11-23,1683.19,Active,0.012,0
A0001663,C001960,P003,B0057,Current Account,2026-07-31,30845.03,Active,0.001,1400.0
A0001664,C000897,P006,B0017,Savings,2025-04-19,29940.26,Dormant,0.062,5200.0
A0001665,C001127,P003,B0038,Current Account,2024-10-22,404748.63,Active,0.001,63000.0
A0001666,C001702,P006,B0019,Savings,2026-04-13,2770.94,Active,0.062,1400.0
A0001667,C000681,P008,B0052,Fixed Deposit,2026-03-27,12426.95,Active,0.085,0
A0001668,C001657,P005,B0041,Savings,2024-02-26,8631.98,Active,0.055,1400.0
A0001669,C001978,P019,B0049,Money Market,2026-01-01,11167.92,Active,0.078,0
A0001670,C001927,P006,B0012,Savings,2023-07-31,5156.3,Active,0.062,0
A0001671,C000973,P009,B0001,Money Market,2026-02-17,18777.51,Active,0.068,0
A0001672,C001338,P007,B0058,Notice Deposit,2026-02-11,15680.71,Active,0.075,0
A0001673,C000384,P018,B0037,Current Account,2025-09-05,79037.48,Active,0.012,22500.0
A0001674,C000807,P004,B0039,Savings,2026-02-15,33712.14,Active,0.045,0
A0001675,C000879,P004,B0026,Savings,2024-12-10,9357.99,Active,0.045,0
A0001676,C000925,P006,B0042,Savings,2026-05-14,52501.94,Active,0.062,5200.0
A0001677,C000977,P003,B0007,Current Account,2026-05-15,58179.8,Closed,0.001,0
A0001678,C000616,P005,B0019,Savings,2024-06-09,6575.16,Active,0.055,0
A0001679,C000482,P008,B0039,Fixed Deposit,2026-06-06,72175.34,Active,0.085,0
A0001680,C000914,P008,B0012,Fixed Deposit,2025-04-25,7958.78,Active,0.085,0
A0001681,C001443,P001,B0028,Current Account,2026-03-15,41420.3,Active,0.002,0
A0001682,C001478,P008,B0037,Fixed Deposit,2026-05-17,12990.57,Active,0.085,0
A0001683,C001935,P018,B0004,Current Account,2026-01-12,3187.99,Dormant,0.012,0
A0001684,C001412,P018,B0028,Current Account,2026-02-20,27290.71,Active,0.012,0
A0001685,C000346,P019,B0013,Money Market,2025-08-31,240535.95,Active,0.078,0
A0001686,C000468,P011,B0022,Credit Card,2026-06-29,-7459.63,Active,0.205,12200.0
A0001687,C000447,P010,B0053,Credit Card,2023-06-20,-1338.81,Active,0.215,12200.0
A0001688,C000601,P008,B0041,Fixed Deposit,2024-04-12,23775.51,Dormant,0.085,0
A0001689,C000226,P011,B0024,Credit Card,2025-07-11,-2231.88,Active,0.205,12200.0
A0001690,C001733,P007,B0027,Notice Deposit,2024-12-22,7673.1,Active,0.075,0
A0001691,C001497,P020,B0004,Current Account,2025-11-11,17567.01,Active,0.002,5200.0
A0001692,C000791,P020,B0008,Current Account,2025-04-19,40400.67,Dormant,0.002,0
A0001693,C000102,P006,B0003,Savings,2026-06-07,23100.64,Active,0.062,5200.0
A0001694,C000870,P012,B0037,Credit Card,2025-02-11,-656.8,Active,0.185,5000
A0001695,C000040,P002,B0006,Current Account,2026-02-20,9669.72,Closed,0.001,0
A0001696,C000490,P018,B0041,Current Account,2025-11-15,7778.88,Active,0.012,1400.0
A0001697,C001076,P008,B0045,Fixed Deposit,2023-11-08,10201.84,Active,0.085,0
A0001698,C001370,P020,B0031,Current Account,2023-01-29,8019.1,Active,0.002,0
A0001699,C000170,P010,B0040,Credit Card,2025-07-14,-7585.72,Active,0.215,12200.0
A0001700,C000651,P006,B0053,Savings,2025-01-16,101452.67,Closed,0.062,0
A0001701,C000369,P001,B0044,Current Account,2026-01-16,31255.2,Active,0.002,0
A0001702,C001551,P004,B0026,Savings,2026-03-04,4870.98,Active,0.045,0
A0001703,C001583,P002,B0045,Current Account,2025-06-04,7649.54,Closed,0.001,0
A0001704,C001376,P007,B0047,Notice Deposit,2025-12-17,50652.56,Active,0.075,0
A0001705,C000143,P006,B0011,Savings,2026-06-07,3635.18,Active,0.062,0
A0001706,C000310,P006,B0050,Savings,2026-05-09,790714.62,Active,0.062,0
A0001707,C000319,P018,B0005,Current Account,2023-10-03,28009.61,Active,0.012,0
A0001708,C001573,P002,B0031,Current Account,2026-02-26,7340.79,Active,0.001,0
A0001709,C000887,P009,B0046,Money Market,2026-05-28,159285.91,Active,0.068,0
A0001710,C000819,P020,B0058,Current Account,2025-03-11,26827.7,Active,0.002,0
A0001711,C000357,P008,B0053,Fixed Deposit,2025-06-12,16630.29,Active,0.085,0
A0001712,C001443,P020,B0046,Current Account,2026-07-08,20305.48,Active,0.002,0
A0001713,C000647,P003,B0047,Current Account,2024-02-14,14614.01,Active,0.001,0
A0001714,C000443,P006,B0034,Savings,2025-03-02,4623.88,Active,0.062,0
A0001715,C001114,P008,B0031,Fixed Deposit,2025-05-24,1064325.42,Active,0.085,0
A0001716,C001870,P005,B0054,Savings,2025-05-07,384983.66,Active,0.055,0
A0001717,C000120,P006,B0023,Savings,2026-04-17,44582.55,Active,0.062,0
A0001718,C001877,P018,B0050,Current Account,2026-01-19,26467.67,Closed,0.012,0
A0001719,C000285,P012,B0039,Credit Card,2026-01-28,-3393.74,Active,0.185,12200.0
A0001720,C001949,P006,B0052,Savings,2026-01-17,3980.85,Active,0.062,0
A0001721,C001768,P010,B0008,Credit Card,2026-05-24,-2469.51,Active,0.215,12200.0
A0001722,C000280,P012,B0004,Credit Card,2026-03-20,-15448.93,Active,0.185,42000.0
A0001723,C001139,P005,B0042,Savings,2025-09-07,19975.77,Dormant,0.055,0
A0001724,C001022,P002,B0042,Current Account,2025-09-20,4839.92,Active,0.001,0
A0001725,C001425,P019,B0008,Money Market,2024-07-21,7588.57,Dormant,0.078,0
A0001726,C001600,P005,B0006,Savings,2026-07-31,12501.89,Active,0.055,1400.0
A0001727,C000122,P019,B0005,Money Market,2026-07-15,50101.76,Dormant,0.078,0
A0001728,C001755,P002,B0012,Current Account,2024-07-24,67972.47,Active,0.001,18000.0
A0001729,C001086,P005,B0006,Savings,2024-06-19,110173.53,Active,0.055,0
A0001730,C000857,P002,B0056,Current Account,2025-06-21,12420.44,Active,0.001,0
A0001731,C001957,P004,B0032,Savings,2026-07-07,13675.6,Active,0.045,5200.0
A0001732,C001076,P018,B0003,Current Account,2025-09-28,18593.82,Active,0.012,0
A0001733,C001995,P005,B0047,Savings,2026-06-16,36108.45,Dormant,0.055,5200.0
A0001734,C000096,P019,B0043,Money Market,2022-11-08,22075.4,Active,0.078,0
A0001735,C000388,P011,B0019,Credit Card,2026-04-24,-2124.33,Active,0.205,5000
A0001736,C001785,P012,B0016,Credit Card,2024-08-13,-2155.97,Active,0.185,5000
A0001737,C000593,P003,B0026,Current Account,2026-05-26,6176.71,Active,0.001,0
A0001738,C000624,P011,B0057,Credit Card,2025-10-07,-1235.31,Active,0.205,5000
A0001739,C000107,P008,B0051,Fixed Deposit,2025-02-04,6392.24,Active,0.085,0
A0001740,C000737,P008,B0047,Fixed Deposit,2024-05-21,94429.61,Active,0.085,0
A0001741,C001203,P003,B0024,Current Account,2026-05-21,84760.13,Active,0.001,0
A0001742,C000402,P005,B0016,Savings,2026-01-09,20909.81,Active,0.055,5200.0
A0001743,C001979,P018,B0025,Current Account,2025-11-23,7579.88,Active,0.012,0
A0001744,C000363,P020,B0030,Current Account,2026-06-24,331915.7,Active,0.002,18000.0
A0001745,C000971,P005,B0011,Savings,2026-06-14,13700.01,Active,0.055,0
A0001746,C000127,P009,B0040,Money Market,2026-02-16,13588.65,Active,0.068,0
A0001747,C000259,P011,B0019,Credit Card,2025-09-09,-1444.61,Active,0.205,5000
A0001748,C000363,P004,B0003,Savings,2026-04-12,128383.77,Active,0.045,0
A0001749,C001241,P020,B0021,Current Account,2025-10-01,17829.11,Active,0.002,1400.0
A0001750,C000668,P008,B0046,Fixed Deposit,2026-01-13,14150.23,Active,0.085,0
A0001751,C001228,P012,B0027,Credit Card,2025-03-01,-1032.28,Active,0.185,5000
A0001752,C001501,P010,B0049,Credit Card,2025-11-04,-5795.2,Active,0.215,12200.0
A0001753,C000145,P018,B0018,Current Account,2025-05-04,71818.49,Dormant,0.012,0
A0001754,C001737,P004,B0021,Savings,2026-04-13,30471.94,Active,0.045,0
A0001755,C000147,P006,B0033,Savings,2025-05-16,30966.98,Active,0.062,0
A0001756,C000635,P018,B0038,Current Account,2025-12-04,18109.9,Active,0.012,5200.0
A0001757,C000336,P004,B0019,Savings,2023-09-17,14239.75,Active,0.045,1400.0
A0001758,C001293,P019,B0024,Money Market,2025-09-28,30725.93,Active,0.078,0
A0001759,C001683,P004,B0002,Savings,2023-04-10,5650.09,Active,0.045,0
A0001760,C000963,P012,B0012,Credit Card,2023-08-07,-977.78,Active,0.185,5000
A0001761,C001203,P006,B0024,Savings,2026-05-15,143861.27,Active,0.062,0
A0001762,C000306,P018,B0002,Current Account,2025-09-18,19955.35,Dormant,0.012,0
A0001763,C000891,P020,B0043,Current Account,2023-11-25,2378.84,Active,0.002,0
A0001764,C000583,P003,B0038,Current Account,2026-04-06,116966.76,Closed,0.001,0
A0001765,C001894,P020,B0032,Current Account,2026-05-28,4870.07,Active,0.002,0
A0001766,C000680,P002,B0002,Current Account,2023-08-05,33706.11,Active,0.001,0
A0001767,C000171,P003,B0002,Current Account,2025-05-12,99855.65,Active,0.001,0
A0001768,C000209,P012,B0049,Credit Card,2025-06-26,-583.48,Active,0.185,5000
A0001769,C001473,P006,B0039,Savings,2026-01-30,5994.36,Active,0.062,0
A0001770,C000726,P008,B0023,Fixed Deposit,2026-07-11,9170.01,Active,0.085,0
A0001771,C000689,P002,B0023,Current Account,2025-02-25,134612.42,Active,0.001,0
A0001772,C001842,P010,B0007,Credit Card,2023-12-21,-1637.24,Active,0.215,5000
A0001773,C000241,P018,B0021,Current Account,2023-12-09,163168.51,Active,0.012,0
A0001774,C000421,P007,B0023,Notice Deposit,2026-07-30,250737.38,Active,0.075,0
A0001775,C000826,P008,B0025,Fixed Deposit,2023-03-06,37852.36,Active,0.085,0
A0001776,C000157,P020,B0046,Current Account,2025-11-09,90983.39,Active,0.002,0
A0001777,C001427,P005,B0056,Savings,2025-02-12,8929.77,Closed,0.055,0
A0001778,C000616,P018,B0044,Current Account,2023-06-12,57040.07,Active,0.012,5200.0
A0001779,C001724,P020,B0002,Current Account,2026-06-29,89113.4,Active,0.002,0
A0001780,C001429,P004,B0037,Savings,2025-08-23,5254.94,Active,0.045,0
A0001781,C001009,P008,B0056,Fixed Deposit,2025-09-27,68610.95,Active,0.085,0
A0001782,C000358,P004,B0057,Savings,2023-10-31,226858.01,Active,0.045,0
A0001783,C000651,P002,B0012,Current Account,2026-04-27,28063.86,Active,0.001,0
A0001784,C000476,P010,B0015,Credit Card,2024-11-23,-2150.26,Active,0.215,5000
A0001785,C001916,P005,B0039,Savings,2026-07-18,17763.43,Active,0.055,0
A0001786,C001551,P007,B0004,Notice Deposit,2026-01-06,18254.78,Active,0.075,0
A0001787,C000014,P003,B0048,Current Account,2025-05-04,5900.02,Active,0.001,0
A0001788,C001669,P005,B0048,Savings,2026-04-24,8442.62,Active,0.055,0
A0001789,C000419,P004,B0022,Savings,2025-01-28,6702.43,Active,0.045,5200.0
A0001790,C001882,P018,B0035,Current Account,2026-05-26,20649.36,Active,0.012,0
A0001791,C000309,P005,B0006,Savings,2026-06-02,10830.3,Active,0.055,0
A0001792,C001302,P012,B0016,Credit Card,2024-11-16,-979.11,Active,0.185,5000
A0001793,C001343,P006,B0031,Savings,2023-04-05,73650.45,Closed,0.062,0
A0001794,C001417,P010,B0056,Credit Card,2024-03-01,-595.72,Active,0.215,5000
A0001795,C000415,P019,B0007,Money Market,2023-03-07,396014.4,Active,0.078,0
A0001796,C000872,P005,B0046,Savings,2024-10-24,55028.61,Dormant,0.055,0
A0001797,C001556,P020,B0049,Current Account,2023-09-14,29381.98,Dormant,0.002,0
A0001798,C001821,P004,B0051,Savings,2025-11-30,6056.91,Active,0.045,0
A0001799,C000314,P018,B0021,Current Account,2025-12-21,6341.4,Active,0.012,0
A0001800,C001783,P002,B0049,Current Account,2025-12-25,14948.14,Active,0.001,0
A0001801,C000397,P004,B0043,Savings,2026-04-07,32388.09,Active,0.045,0
A0001802,C001613,P020,B0060,Current Account,2026-07-20,162481.57,Active,0.002,0
A0001803,C001301,P003,B0017,Current Account,2024-10-02,114647.29,Active,0.001,0
A0001804,C001096,P004,B0032,Savings,2025-07-24,5168.85,Active,0.045,0
A0001805,C001134,P012,B0013,Credit Card,2024-11-18,-14161.47,Active,0.185,42000.0
A0001806,C001507,P008,B0007,Fixed Deposit,2025-01-12,33686.22,Active,0.085,0
A0001807,C001431,P019,B0043,Money Market,2026-04-17,34096.03,Active,0.078,0
A0001808,C000262,P004,B0009,Savings,2026-03-17,29187.72,Active,0.045,0
A0001809,C001489,P007,B0047,Notice Deposit,2022-05-13,16881.49,Active,0.075,0
A0001810,C001704,P019,B0001,Money Market,2026-04-24,53800.47,Active,0.078,0
A0001811,C001776,P007,B0007,Notice Deposit,2026-02-20,27579.79,Active,0.075,0
A0001812,C000483,P018,B0029,Current Account,2025-03-27,63468.87,Active,0.012,0
A0001813,C000661,P002,B0060,Current Account,2025-12-27,3585.59,Active,0.001,1400.0
A0001814,C001590,P018,B0017,Current Account,2023-12-22,13489.39,Active,0.012,1400.0
A0001815,C001934,P008,B0054,Fixed Deposit,2025-12-18,7972.38,Dormant,0.085,0
A0001816,C001105,P011,B0014,Credit Card,2024-06-01,-7740.88,Active,0.205,12200.0
A0001817,C000192,P011,B0045,Credit Card,2025-02-01,-4005.49,Closed,0.205,12200.0
A0001818,C001184,P018,B0001,Current Account,2024-11-04,2841137.71,Active,0.012,0
A0001819,C001036,P005,B0013,Savings,2024-02-21,9072.73,Active,0.055,0
A0001820,C001210,P001,B0015,Current Account,2025-05-31,33472.64,Active,0.002,0
A0001821,C001173,P018,B0055,Current Account,2026-06-03,82376.19,Active,0.012,0
A0001822,C000830,P004,B0055,Savings,2023-08-14,9636.75,Dormant,0.045,0
A0001823,C001276,P019,B0047,Money Market,2025-12-15,196311.5,Active,0.078,0
A0001824,C000623,P020,B0017,Current Account,2022-11-24,24092.37,Active,0.002,0
A0001825,C001622,P007,B0013,Notice Deposit,2025-12-05,12368.35,Closed,0.075,0
A0001826,C000600,P003,B0017,Current Account,2026-07-04,15350.29,Active,0.001,0
A0001827,C000650,P001,B0019,Current Account,2024-07-24,8808.25,Dormant,0.002,0
A0001828,C000587,P002,B0018,Current Account,2026-05-20,29989.56,Active,0.001,0
A0001829,C000894,P004,B0046,Savings,2026-01-21,47623.12,Active,0.045,5200.0
A0001830,C001456,P008,B0026,Fixed Deposit,2025-02-05,9526.06,Active,0.085,0
A0001831,C001239,P003,B0025,Current Account,2026-06-12,9494.9,Active,0.001,1400.0
